"","mag_id","mag_name","assembly_id","assembly_batch","mag_domain","mag_phylum","mag_class","mag_order","mag_family","mag_genus","mag_species","mag_closest_ani","mag_closest_af","mag_taxonomy","mag_completeness","mag_contamination","mag_size","mag_gc","mag_n50","mag_contigs","host_species"
"7011","EHM019132","EHA00699_bin.24.fa","EHA00699","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",80.83,0.74,4094957,"48.40%",110576,63,"Podarcis muralis"
"7012","EHM019133","EHA00699_bin.26.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Negativibacillus","s__",77.11,0.04,"Genus",91.61,1.29,3035480,"42.00%",9735,440,"Podarcis muralis"
"7013","EHM019134","EHA00699_bin.27.fa","EHA00699","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",74.16,1.72,2557650,"45.70%",3997,746,"Podarcis muralis"
"7014","EHM019135","EHA00699_bin.28.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Velocimicrobium","s__",78.81,0.37,"Genus",98.65,5.35,4906966,"33.10%",146072,85,"Podarcis muralis"
"7015","EHM019136","EHA00699_bin.29.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__",0,0,"Genus",97.98,0.06,2992943,"57.80%",34687,148,"Podarcis muralis"
"7016","EHM019137","EHA00699_bin.3.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__JAIHAL01","s__",76.22,0.03,"Genus",95.52,0.17,2751744,"53.10%",23728,170,"Podarcis muralis"
"7017","EHM019138","EHA00699_bin.30.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Selenomonadales","f__","g__","s__",0,0,"Order",98.73,0.53,3270264,"50.80%",63133,106,"Podarcis muralis"
"7018","EHM019139","EHA00699_bin.31.fa","EHA00699","ABB0132","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rickettsiales","f__UBA1997","g__","s__",0,0,"Family",69.82,2.62,1039305,"22.60%",32576,60,"Podarcis muralis"
"7019","EHM019140","EHA00699_bin.32.fa","EHA00699","ABB0132","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RUG11792","f__","g__","s__",0,0,"Order",90.32,0,984425,"37.40%",212940,15,"Podarcis muralis"
"7020","EHM019141","EHA00699_bin.34.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__RFN20","f__CAG-288","g__CAG-345","s__",0,0,"Genus",67.91,0,844852,"43.30%",3354,285,"Podarcis muralis"
"7021","EHM019142","EHA00699_bin.35.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",94.75,0.03,2024419,"40.70%",64451,51,"Podarcis muralis"
"7022","EHM019143","EHA00699_bin.36.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__Mycoplasmatales","f__Mycoplasmoidaceae","g__Mycoplasmoides","s__",0,0,"Genus",53.1,2.26,529029,"27.00%",2905,204,"Podarcis muralis"
"7023","EHM019144","EHA00699_bin.4.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__",79.35,0.41,"Genus",69.97,3.68,2682280,"58.90%",5163,627,"Podarcis muralis"
"7024","EHM019145","EHA00699_bin.5.fa","EHA00699","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",98.37,1.33,3948294,"46.00%",88585,73,"Podarcis muralis"
"7025","EHM019146","EHA00699_bin.6.fa","EHA00699","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides_B","s__",78.76,0.38,"Genus",95.08,0.96,3580417,"46.20%",28662,217,"Podarcis muralis"
"7026","EHM019147","EHA00699_bin.7.fa","EHA00699","ABB0132","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","s__",0,0,"Genus",96.52,0.2,3621901,"50.50%",12769,428,"Podarcis muralis"
"7027","EHM019148","EHA00699_bin.8.fa","EHA00699","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",77.84,1.35,3807927,"46.90%",7472,660,"Podarcis muralis"
"7028","EHM019149","EHA00699_bin.9.fa","EHA00699","ABB0132","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__","s__",0,0,"Family",70.6,1.87,2487084,"57.30%",8304,376,"Podarcis muralis"
"7029","EHM019150","EHA00695_bin.1.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__UBA660","g__UMGS2016","s__",83.83,0.43,"Genus",57.41,7.89,1537582,"30.30%",2202,680,"Podarcis muralis"
"7030","EHM019151","EHA00695_bin.10.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",96.55,0.45,4281955,"44.60%",58797,119,"Podarcis muralis"
"7031","EHM019152","EHA00695_bin.11.fa","EHA00695","ABB0132","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__NHYM01","s__",81.22,0.71,"Genus",98.16,1.53,1525199,"31.80%",21337,115,"Podarcis muralis"
"7032","EHM019153","EHA00695_bin.12.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",99.51,1.54,4557934,"51.10%",115446,72,"Podarcis muralis"
"7033","EHM019154","EHA00695_bin.13.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.7,0.47,"Genus",94.84,2.51,5691055,"43.10%",31550,284,"Podarcis muralis"
"7034","EHM019155","EHA00695_bin.14.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",95.96,0,2029712,"37.70%",266146,14,"Podarcis muralis"
"7035","EHM019156","EHA00695_bin.15.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides_B","s__",87.51,0.76,"Genus",95.5,1.86,4320474,"50.50%",24862,289,"Podarcis muralis"
"7036","EHM019157","EHA00695_bin.16.fa","EHA00695","ABB0132","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__SIG32","s__",0,0,"Genus",82.47,1.71,1895574,"35.80%",66833,41,"Podarcis muralis"
"7037","EHM019158","EHA00695_bin.17.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",79.67,0.36,"Genus",97.75,1.67,4826071,"48.00%",92844,83,"Podarcis muralis"
"7038","EHM019159","EHA00695_bin.18.fa","EHA00695","ABB0132","d__Bacteria","p__Cyanobacteriota","c__Vampirovibrionia","o__Gastranaerophilales","f__Gastranaerophilaceae","g__Spyradomonas","s__",0,0,"Genus",68.37,0.85,1461240,"36.90%",229604,8,"Podarcis muralis"
"7039","EHM019160","EHA00695_bin.19.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",80.39,0.41,"Genus",79.24,1.89,2168973,"30.30%",9964,271,"Podarcis muralis"
"7040","EHM019161","EHA00695_bin.2.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",98.5,1.92,2727361,"58.30%",81261,57,"Podarcis muralis"
"7041","EHM019162","EHA00695_bin.20.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",78.02,0.26,"Genus",98.73,5.06,3992187,"47.60%",172185,46,"Podarcis muralis"
"7042","EHM019163","EHA00695_bin.21.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Dielma","s__",0,0,"Genus",98.58,3.77,3252019,"36.10%",15378,299,"Podarcis muralis"
"7043","EHM019164","EHA00695_bin.22.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",92.19,0.81,3824173,"49.50%",66185,93,"Podarcis muralis"
"7044","EHM019165","EHA00695_bin.23.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",82.47,0.45,"Genus",72.91,3.45,4785963,"44.70%",17979,404,"Podarcis muralis"
"7045","EHM019166","EHA00695_bin.4.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",52.38,0.83,2592025,"41.90%",3073,899,"Podarcis muralis"
"7046","EHM019167","EHA00695_bin.5.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__",77.74,0.36,"Genus",94.15,0.4,3722591,"47.10%",141758,37,"Podarcis muralis"
"7047","EHM019168","EHA00695_bin.6.fa","EHA00695","ABB0132","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__Scatacola_A","s__",0,0,"Genus",98.92,0,1746664,"43.00%",41063,69,"Podarcis muralis"
"7048","EHM019169","EHA00695_bin.7.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__UBA660","g__Onthousia","s__",0,0,"Genus",79.58,0.61,1107572,"33.60%",13626,124,"Podarcis muralis"
"7049","EHM019170","EHA00695_bin.8.fa","EHA00695","ABB0132","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",0,0,"Genus",98.27,1.72,4122054,"49.90%",115799,81,"Podarcis muralis"
"7050","EHM019171","EHA00695_bin.9.fa","EHA00695","ABB0132","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",98.84,1.73,5232842,"42.70%",145167,55,"Podarcis muralis"
"7051","EHM019172","EHA00645_bin.1.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__","g__","s__",0,0,"Order",94.35,0,1672971,"33.40%",127252,21,"Podarcis filfolensis"
"7052","EHM019173","EHA00645_bin.10.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",75.11,1.24,2360020,"41.60%",7218,393,"Podarcis filfolensis"
"7053","EHM019174","EHA00645_bin.11.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",79.85,0.56,"Genus",50.91,0,1187709,"31.20%",3527,360,"Podarcis filfolensis"
"7054","EHM019175","EHA00645_bin.12.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__SIG299","s__",76.82,0.2,"Genus",99.1,1.34,2942986,"42.10%",110434,43,"Podarcis filfolensis"
"7055","EHM019176","EHA00645_bin.13.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",61.51,2.73,1428570,"43.10%",3093,492,"Podarcis filfolensis"
"7056","EHM019177","EHA00645_bin.15.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__ML615J-28","f__CAG-698","g__","s__",0,0,"Family",94.11,0.65,1595313,"47.10%",231555,12,"Podarcis filfolensis"
"7057","EHM019178","EHA00645_bin.16.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__",0,0,"Family",56.18,1.33,906105,"29.90%",6792,164,"Podarcis filfolensis"
"7058","EHM019179","EHA00645_bin.17.fa","EHA00645","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__WRDF01","s__",0,0,"Genus",92,0.78,2328209,"39.70%",12107,271,"Podarcis filfolensis"
"7059","EHM019180","EHA00645_bin.18.fa","EHA00645","ABB0131","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Buttiauxella","s__",84.8,0.73,"Genus",50.73,2.63,1255958,"53.00%",2468,519,"Podarcis filfolensis"
"7060","EHM019181","EHA00645_bin.19.fa","EHA00645","ABB0131","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__NHYM01","s__",81.27,0.74,"Genus",97.97,0.77,4308316,"55.50%",19206,370,"Podarcis filfolensis"
"7061","EHM019182","EHA00645_bin.2.fa","EHA00645","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__UBA932","g__Egerieousia","s__",0,0,"Genus",94.59,1.08,1458055,"32.10%",8232,239,"Podarcis filfolensis"
"7062","EHM019183","EHA00645_bin.20.fa","EHA00645","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",82.73,0.5,"Genus",95,0,2344003,"40.90%",133585,35,"Podarcis filfolensis"
"7063","EHM019184","EHA00645_bin.21.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Fimenecus","s__",0,0,"Genus",78.51,3.03,4417175,"42.60%",46771,166,"Podarcis filfolensis"
"7064","EHM019185","EHA00645_bin.22.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__DTU072","g__CAG-1782","s__",77.05,0.12,"Genus",98.65,1.53,2417825,"39.70%",243920,29,"Podarcis filfolensis"
"7065","EHM019186","EHA00645_bin.23.fa","EHA00645","ABB0131","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",59.08,2.18,1455419,"53.50%",4162,392,"Podarcis filfolensis"
"7066","EHM019187","EHA00645_bin.24.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-590","s__",0,0,"Genus",78.32,0.59,2708933,"60.00%",5853,585,"Podarcis filfolensis"
"7067","EHM019188","EHA00645_bin.3.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__",91.29,0.91,"Genus",95.33,5.1,5044641,"36.00%",12411,561,"Podarcis filfolensis"
"7068","EHM019189","EHA00645_bin.5.fa","EHA00645","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",55.02,0.95,1168309,"46.90%",2995,413,"Podarcis filfolensis"
"7069","EHM019190","EHA00645_bin.6.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",66.31,3.13,3116779,"47.70%",3465,968,"Podarcis filfolensis"
"7070","EHM019191","EHA00645_bin.7.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",93.24,2.11,2944836,"38.20%",11307,341,"Podarcis filfolensis"
"7071","EHM019192","EHA00645_bin.8.fa","EHA00645","ABB0131","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales_A","f__Vibrionaceae","g__Vibrio","s__",86.09,0.87,"Genus",95.7,0.37,3042446,"43.90%",48288,132,"Podarcis filfolensis"
"7072","EHM019193","EHA00645_bin.9.fa","EHA00645","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Acholeplasmatales","f__Anaeroplasmataceae","g__Pelethenecus","s__",0,0,"Genus",88.28,2.52,3188405,"41.90%",6894,614,"Podarcis filfolensis"
"7073","EHM019194","EHA00645_bin.14.fa","EHA00645","ABB0131","d__Archaea","p__Halobacteriota","c__Methanosarcinia","o__Methanosarcinales","f__Methanosarcinaceae","g__Methanimicrococcus","s__",0,0,"Genus",98.66,0,1842003,"30.20%",46691,87,"Podarcis filfolensis"
"7074","EHM019195","EHA00664_bin.1.fa","EHA00664","ABB0131","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA3830","f__UBA3830","g__","s__",0,0,"Family",60.34,0,844017,"35.90%",4080,231,"Podarcis filfolensis"
"7075","EHM019196","EHA00664_bin.10.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__RFN20","f__CAG-288","g__CAG-288","s__",77.49,0.14,"Genus",97.75,2.25,1780195,"35.90%",97011,32,"Podarcis filfolensis"
"7076","EHM019197","EHA00664_bin.11.fa","EHA00664","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",90.62,2.08,4842903,"48.10%",44875,177,"Podarcis filfolensis"
"7077","EHM019198","EHA00664_bin.12.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Mycoplasmatales","f__Mycoplasmoidaceae","g__Mycoplasmoides","s__",0,0,"Genus",100,1.07,959496,"27.00%",99699,19,"Podarcis filfolensis"
"7078","EHM019199","EHA00664_bin.13.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__MGBC143606","s__",77.49,0.2,"Genus",96.55,1.15,3037361,"44.10%",86880,66,"Podarcis filfolensis"
"7079","EHM019200","EHA00664_bin.14.fa","EHA00664","ABB0131","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__NHYM01","s__",81.28,0.73,"Genus",97.99,0,1539445,"31.50%",153795,16,"Podarcis filfolensis"
"7080","EHM019201","EHA00664_bin.15.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hespellia","s__",77.06,0.1,"Genus",81.61,0.19,2794821,"42.00%",12513,294,"Podarcis filfolensis"
"7081","EHM019202","EHA00664_bin.16.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CALVMC01","g__","s__",76.4,0.02,"Family",92.31,0.81,1914984,"33.10%",36208,94,"Podarcis filfolensis"
"7082","EHM019203","EHA00664_bin.17.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota","c__Bacilli","o__Acholeplasmatales","f__Anaeroplasmataceae","g__Anaeroplasma","s__",79.16,0.23,"Genus",53.23,1.56,1023364,"32.40%",2768,381,"Podarcis filfolensis"
"7083","EHM019204","EHA00664_bin.18.fa","EHA00664","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",98.55,1.1,2295013,"57.30%",54404,77,"Podarcis filfolensis"
"7084","EHM019205","EHA00664_bin.19.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",77.45,0.21,"Genus",90.5,3.92,3191486,"48.20%",9683,434,"Podarcis filfolensis"
"7085","EHM019206","EHA00664_bin.2.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__TANB77","f__CAG-508","g__CAG-269","s__",0,0,"Genus",70.76,2,1999248,"28.30%",11008,216,"Podarcis filfolensis"
"7086","EHM019207","EHA00664_bin.20.fa","EHA00664","ABB0131","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Elusimicrobiales","f__Elusimicrobiaceae","g__","s__",0,0,"Family",68.53,1.33,1239410,"47.40%",3841,364,"Podarcis filfolensis"
"7087","EHM019208","EHA00664_bin.21.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CAG-314","g__","s__",0,0,"Family",92.06,0.2,1493856,"41.10%",156456,20,"Podarcis filfolensis"
"7088","EHM019209","EHA00664_bin.22.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",74.04,0.71,2381365,"51.00%",4745,589,"Podarcis filfolensis"
"7089","EHM019210","EHA00664_bin.23.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Fimenecus","s__",0,0,"Genus",98.65,0.34,2422345,"46.00%",107865,32,"Podarcis filfolensis"
"7090","EHM019211","EHA00664_bin.24.fa","EHA00664","ABB0131","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RUG11792","f__","g__","s__",0,0,"Order",80.45,0,844564,"45.40%",6254,162,"Podarcis filfolensis"
"7091","EHM019212","EHA00664_bin.3.fa","EHA00664","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",77.31,0.22,"Genus",63.71,1.08,2254518,"43.80%",3368,720,"Podarcis filfolensis"
"7092","EHM019213","EHA00664_bin.4.fa","EHA00664","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",53.73,1.73,2141045,"48.20%",9140,284,"Podarcis filfolensis"
"7093","EHM019214","EHA00664_bin.5.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",97.49,1.48,3330198,"43.60%",100291,60,"Podarcis filfolensis"
"7094","EHM019215","EHA00664_bin.6.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__DTU072","g__","s__",0,0,"Family",75.5,0.21,1922771,"47.20%",4667,492,"Podarcis filfolensis"
"7095","EHM019216","EHA00664_bin.7.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Gemmiger","s__",78.67,0.31,"Genus",93.04,0,2699813,"56.60%",12535,315,"Podarcis filfolensis"
"7096","EHM019217","EHA00664_bin.8.fa","EHA00664","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",51.85,8.54,2091708,"58.30%",2314,914,"Podarcis filfolensis"
"7097","EHM019218","EHA00664_bin.9.fa","EHA00664","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Borkfalkiaceae","g__Coproplasma","s__",0,0,"Genus",84.44,1.61,1497505,"44.20%",5470,312,"Podarcis filfolensis"
"7098","EHM019219","EHA00656_bin.1.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Pumilibacteraceae","g__HGM11386","s__",78.84,0.32,"Genus",81.29,0.25,2442653,"55.60%",6346,491,"Podarcis filfolensis"
"7099","EHM019220","EHA00656_bin.11.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Enterocloster","s__",0,0,"Genus",50.23,2.43,2286155,"49.90%",2646,868,"Podarcis filfolensis"
"7100","EHM019221","EHA00656_bin.12.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__",0,0,"Genus",82.07,0.41,2752052,"57.70%",4612,697,"Podarcis filfolensis"
"7101","EHM019222","EHA00656_bin.13.fa","EHA00656","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenella","s__",83.35,0.8,"Genus",99.04,0.16,3129257,"55.30%",32862,186,"Podarcis filfolensis"
"7102","EHM019223","EHA00656_bin.14.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__","g__","s__",0,0,"Order",83.9,0.06,2511785,"29.00%",4900,609,"Podarcis filfolensis"
"7103","EHM019224","EHA00656_bin.15.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",97.7,1.39,3841492,"46.00%",90022,71,"Podarcis filfolensis"
"7104","EHM019225","EHA00656_bin.2.fa","EHA00656","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides_B","s__",79.79,0.25,"Genus",92.71,2.63,4774293,"45.70%",9633,654,"Podarcis filfolensis"
"7105","EHM019226","EHA00656_bin.3.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__","g__","s__",0,0,"Order",98.65,1.77,3733601,"28.30%",66017,115,"Podarcis filfolensis"
"7106","EHM019227","EHA00656_bin.4.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",64.11,0,3078328,"41.50%",3460,962,"Podarcis filfolensis"
"7107","EHM019228","EHA00656_bin.5.fa","EHA00656","ABB0131","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",82.65,0.54,"Genus",74.13,2.26,3611447,"45.30%",30092,192,"Podarcis filfolensis"
"7108","EHM019229","EHA00656_bin.6.fa","EHA00656","ABB0131","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA3830","f__","g__","s__",0,0,"Order",93.4,1.1,951656,"34.00%",21663,76,"Podarcis filfolensis"
"7109","EHM019230","EHA00656_bin.7.fa","EHA00656","ABB0131","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",95.96,0,2116518,"38.10%",189649,27,"Podarcis filfolensis"
