assembly_length	assembly_n50	assembly_l50	assembly_num_contigs	assembly_largest_contig	assembly_num_bins	assembly_input_id	assembly_type	sequence_id	assembly_id	assembly_input_bases	preprocessing_id
162924621	6081	5190	36549	620679	36	EHA02109	Individual	EHI01260	EHA02109	4534939358	PR02197
226763658	5759	6810	52405	353864	59	EHA02396	Coassembly	EHI01629	EHA02392	2928733595	PR02303
420214266	4604	16607	108789	701171	76	EHA02316	Coassembly	EHI01566	EHA02310	1584653835	PR02363
481086028	3545	28621	138853	405021	35	EHA00223	Coassembly	EHI00656	EHA00216	3507211714	PR01306
346603099	10762	6237	58956	384612	97	EHA03349	Coassembly	EHI01980	EHA03349	7308701488	PR02679
0	0	0	0	0	0	EHA03090	Individual	EHI01802	EHA03090	1164392552	PR02630
156401970	12224	1927	26791	533496	35	EHA03058	Individual	EHI01751	EHA03058	5273355187	PR02588
90645537	6762	2405	19503	372026	11	EHA00668	Individual	EHI00732	EHA00668	2327784651	PR01339
1489552796	7317	37095	305058	485840	370	EHA03605	Coassembly	EHI02233	EHA03601	3339018203	PR02919
944766523	2323	133301	391191	230056	48	EHA03192	Coassembly	EHI01095	EHA03189	6434078753	PR01955
223333603	13293	2770	38263	412432	38	EHA03048	Individual	EHI01819	EHA03048	6021793516	PR02575
0	0	0	0	0	0	EHA01812	Coassembly	EHI00505	EHA01812	5556668347	PR00962
268107388	13306	3519	42934	823963	61	EHA00949	Coassembly	EHI01001	EHA00947	6991286454	PR01613
463456275	2949	27426	149601	558506	76	EHA01784	Coassembly	EHI01141	EHA01709	0	PR01979
481086028	3545	28621	138853	405021	35	EHA00220	Coassembly	EHI00639	EHA00216	2929522470	PR01294
651401833	15091	8831	93541	554554	143	EHA04201	Coassembly	EHI02356	EHA04199	4230632566	PR03082
44184017	9736	990	7817	225409	8	EHA02035	Individual	EHI01367	EHA02035	2930985270	PR02168
0	0	0	0	0	0	EHA03009	Individual	EHI01675	EHA03009	1717520972	PR02492
0	0	0	0	0	0	EHA01583	Individual	EHI01140	EHA01583	3519645399	PR01930
60819337	14299	576	10455	1027375	15	EHA02758	Coassembly	EHI01360	EHA02757	4233684362	PR02085
628100091	8083	15873	126377	677667	128	EHA01526	Coassembly	EHI00134	EHA01521	5894822273	PR00734
78778769	10823	1187	13764	409137	19	EHA02406	Individual	EHI01456	EHA02406	2093598492	PR02376
139298242	5429	4962	33105	321418	25	EHA00452	Individual	EHI00530	EHA00452	4539792764	PR00936
106920646	5485	3323	25633	251353	30	EHA03228	Coassembly	EHI01791	EHA03206	1497781791	PR02619
222662558	9684	4158	38260	461737	33	EHA03991	Individual	EHI01847	EHA03991	5001611993	PR03008
114332626	7869	2660	23554	720363	28	EHA00376	Individual	EHI00169	EHA00376	3251892132	PR00823
0	0	0	0	0	0	EHA03017	Individual	EHI01679	EHA03017	11718269160	PR02496
0	0	0	0	0	0	EHA03840	Individual	EHI02564	EHA03840	2150557340	PR03216
0	0	0	0	0	0	EHA02457	Individual	EHI01492	EHA02457	3307414206	PR02443
340804879	9277	6708	63524	486760	57	EHA02785	Coassembly	EHI00250	EHA02784	3692684628	PR01159
48239650	7884	828	10024	361265	6	EHA00496	Individual	EHI00532	EHA00496	1635018507	PR00994
139052606	35047	878	15389	605772	32	EHA03102	Individual	EHI01813	EHA03102	8007864488	PR02642
117782219	5737	3829	27487	376135	31	EHA02107	Individual	EHI01252	EHA02107	3641014439	PR02195
193359162	7850	4756	38469	451984	28	EHA00700	Individual	EHI00716	EHA00700	4423285517	PR01374
145307655	15639	1766	22052	638983	34	EHA03300	Individual	EHI01988	EHA03300	4985719923	PR02685
0	0	0	0	0	0	EHA01266	Individual	EHI01020	EHA01266	2611973119	PR01632
1857363119	9343	40963	333138	758633	403	EHA03759	Coassembly	EHI02169	EHA03755	4432955913	PR02795
374854809	8741	7984	68872	728480	83	EHA03648	Coassembly	EHI02246	EHA03641	3674180496	PR02935
191884485	8045	3702	38976	531772	54	EHA02746	Coassembly	EHI00556	EHA02746	3840344742	PR00995
322215735	8266	6646	63358	578475	79	EHA00823	Coassembly	EHI00343	EHA00821	1991102661	PR00839
374854809	8741	7984	68872	728480	83	EHA03647	Coassembly	EHI02247	EHA03641	4859420393	PR02936
310703736	2856	26506	105115	789509	16	EHA00205	Coassembly	EHI00615	EHA00201	5005228933	PR01276
123431810	5847	4015	27568	382268	25	EHA01268	Individual	EHI00970	EHA01268	2724561477	PR01634
228475768	16580	2294	34143	1236913	42	EHA03037	Individual	EHI01805	EHA03037	7976668333	PR02563
91621511	12578	1343	15080	454149	26	EHA03285	Individual	EHI01969	EHA03285	3296915018	PR02670
1079912262	11499	17681	180602	584956	270	EHA00943	Coassembly	EHI00418	EHA00928	2829335486	PR00916
0	0	0	0	0	0	EHA00399	Individual	EHI00412	EHA00399	1147210453	PR00862
628236688	9621	11637	117189	468115	132	EHA02871	Coassembly	EHI00691	EHA02869	3587666036	PR01327
61423292	9077	1087	11665	434093	15	EHA02474	Individual	EHI01521	EHA02474	1549516473	PR02461
93791253	4777	3143	23402	492379	15	EHA00465	Individual	EHI00395	EHA00465	3778964518	PR00953
0	0	0	0	0	0	EHA00617	Individual	EHI00597	EHA00617	1835681001	PR01263
302445189	3558	19829	90410	244455	43	EHA04532	Coassembly	EHI02670	EHA04529	4198712292	PR03275
490316364	5415	17814	114616	537872	105	EHA01414	Coassembly	EHI00757	EHA01409	4208979646	PR01346
463456275	2949	27426	149601	558506	76	EHA01723	Coassembly	EHI01118	EHA01709	0	PR01918
514991542	7028	12093	106767	779492	96	EHA02280	Coassembly	EHI01535	EHA02277	3403085319	PR02343
656596249	10298	12136	116771	629733	149	EHA04490	Coassembly	EHI02603	EHA04485	5087246543	PR03305
13162612	33882	87	1804	204348	3	EHA02805	Coassembly	EHI00370	EHA02805	2602544161	PR01185
0	0	0	0	0	0	EHA00414	Individual	EHI00558	EHA00414	1317158926	PR00886
0	0	0	0	0	358	EHA01648	Multisplit	EHI00105	EHA01646	3639917634	PR00709
60696962	11368	932	10043	362917	14	EHA01907	Individual	EHI01291	EHA01907	3964146985	PR02097
48785055	4234	2201	13506	759699	7	EHA02938	Coassembly	EHI00364	EHA02938	3086069741	PR01143
0	0	0	0	0	0	EHA02261	Individual	EHI01538	EHA02261	2965321447	PR02346
325560552	10190	5565	59188	417238	56	EHA00870	Coassembly	EHI00508	EHA00869	3965735914	PR00874
0	0	0	0	0	0	EHA01631	Coassembly	EHI01144	EHA01622	0	PR01933
0	0	0	0	0	0	EHA03030	Individual	EHI01736	EHA03030	803816660	PR02555
0	0	0	0	0	0	EHA01389	Coassembly	EHI00919	EHA01388	2668529501	PR01628
0	0	0	0	0	0	EHA00639	Individual	EHI00660	EHA00639	2310176112	PR01308
81356595	7283	1625	16566	370968	20	EHA03515	Coassembly	EHI02090	EHA03512	1993546209	PR02878
329183225	13889	4314	58753	466526	59	EHA04134	Coassembly	EHI02341	EHA04132	3470257233	PR03093
463456275	2949	27426	149601	558506	76	EHA01716	Coassembly	EHI01105	EHA01709	1321762905	PR01911
112502093	30406	787	13464	449677	21	EHA04003	Individual	EHI02339	EHA04003	3260037404	PR03091
137462642	11403	2012	23386	432845	37	EHA03564	Individual	EHI02229	EHA03564	3838559894	PR02927
427612868	13116	5358	69047	983976	111	EHA00908	Coassembly	EHI00510	EHA00906	2778759646	PR00933
193402561	8305	4279	37123	623371	36	EHA03438	Individual	EHI02186	EHA03438	4825758097	PR02823
137018571	22312	1293	17143	467797	19	EHA03051	Individual	EHI01734	EHA03051	4895898888	PR02580
267963341	13999	3265	42124	666529	67	EHA02559	Coassembly	EHI01511	EHA02559	4130432723	PR02453
122489757	1976	17603	53967	165377	13	EHA01599	Coassembly	EHI01119	EHA01598	0	PR01919
0	0	0	0	0	0	EHA01813	Coassembly	EHI00543	EHA01812	7496913035	PR00964
108870555	3430	7251	33523	346674	18	EHA04511	Coassembly	EHI02551	EHA04511	4397887818	PR03203
0	0	0	0	0	0	EHA03747	Coassembly	EHI02219	EHA03694	2606067652	PR02789
1034696936	8276	24661	200861	493677	290	EHA03321	Coassembly	EHI01987	EHA03305	4238264556	PR02684
511132560	14441	6900	80255	730147	113	EHA04196	Coassembly	EHI02383	EHA04188	3189092747	PR03079
1489308165	7329	36958	304972	485840	366	EHA04098	Coassembly	EHI00638	EHA04095	2639976157	PR00993
76652427	5292	2604	18704	427733	20	EHA04253	Individual	EHI02574	EHA04253	3805436605	PR03326
0	0	0	0	0	0	EHA02484	Individual	EHI01559	EHA02484	2883026351	PR02471
167181545	10129	3050	30846	311455	20	EHA00304	Individual	EHI00118	EHA00304	4605642947	PR00721
172879290	17088	2122	24372	389823	30	EHA03913	Individual	EHI02364	EHA03913	5029613522	PR03086
173895231	9160	3530	31319	470331	37	EHA03401	Individual	EHI02209	EHA03401	4052167818	PR02786
109244983	9148	2498	19983	257399	31	EHA01891	Individual	EHI01322	EHA01891	8391035278	PR02128
23104622	2241	3328	9802	59879	7	EHA04561	Coassembly	EHI02679	EHA04559	11495856463	PR03284
463456275	2949	27426	149601	558506	76	EHA01727	Coassembly	EHI01123	EHA01709	0	PR01922
109419722	6670	3434	23172	338461	9	EHA04514	Coassembly	EHI02666	EHA04513	10005168408	PR03271
0	0	0	0	0	0	EHA00484	Individual	EHI00311	EHA00484	3700136400	PR00972
1857363119	9343	40963	333138	758633	403	EHA03767	Coassembly	EHI02213	EHA03755	4451730989	PR02811
1857363119	9343	40963	333138	758633	403	EHA03757	Coassembly	EHI02182	EHA03755	7556332046	PR02808
173738839	15002	2215	25184	578554	27	EHA00768	Individual	EHI00767	EHA00768	4890142505	PR01454
447224134	10308	8205	80825	988467	61	EHA02248	Coassembly	EHI01226	EHA02205	830998299	PR02042
420214266	4604	16607	108789	701171	76	EHA02311	Coassembly	EHI01562	EHA02310	5789571032	PR02359
112974634	7154	3627	22055	513070	5	EHA02844	Coassembly	EHI01568	EHA02844	2623538596	PR02321
333759909	6843	9682	70070	347285	103	EHA02141	Coassembly	EHI01268	EHA02139	2608124582	PR02218
134462867	7705	3518	26166	281934	17	EHA00320	Individual	EHI00139	EHA00320	3084075255	PR00737
420214266	4604	16607	108789	701171	76	EHA02318	Coassembly	EHI01588	EHA02310	1108581035	PR02368
0	0	0	0	0	0	EHA00631	Individual	EHI00646	EHA00631	5486689466	PR01299
324141166	6239	9369	71232	419925	66	EHA01437	Coassembly	EHI00666	EHA01436	3037088293	PR01349
71950657	3136	4461	22441	266560	11	EHA04362	Individual	EHI02663	EHA04362	19277879888	PR03268
0	0	0	0	0	0	EHA01329	Individual	EHI00948	EHA01329	1227908508	PR01719
0	0	0	0	0	0	EHA00579	Individual	EHI00224	EHA00579	3022781113	PR01175
83955463	12520	1265	13360	455245	11	EHA02837	Coassembly	EHI00234	EHA02836	3740503911	PR01172
0	0	0	0	0	0	EHA02256	Individual	EHI01533	EHA02256	1855801486	PR02341
909893271	2311	124546	373793	359959	54	EHA02618	Coassembly	EHI01650	EHA02611	6367627409	PR02254
909893271	2311	124546	373793	359959	54	EHA02630	Coassembly	EHI01643	EHA02611	972774455	PR02251
447224134	10308	8205	80825	988467	61	EHA02208	Coassembly	EHI01168	EHA02205	0	PR02016
0	0	0	0	0	0	EHA01294	Individual	EHI00930	EHA01294	4412084456	PR01665
0	0	0	0	0	0	EHA03590	Individual	EHI02286	EHA03590	1432594813	PR02953
0	0	0	0	0	0	EHA00684	Individual	EHI00673	EHA00684	836797758	PR01356
0	0	0	0	0	0	EHA00751	Individual	EHI00828	EHA00751	2353087695	PR01436
0	0	0	0	0	0	EHA03833	Individual	EHI02521	EHA03833	3925193988	PR03190
0	0	0	0	0	0	EHA00634	Individual	EHI00652	EHA00634	2426662560	PR01302
56212077	5342	2396	13216	146244	8	EHA00718	Individual	EHI00705	EHA00718	1248085876	PR01394
13560636	4497	639	3489	152259	3	EHA02958	Coassembly	EHI00199	EHA02958	1507972114	PR01056
11335875	2395	1323	4432	60408	1	EHA01681	Coassembly	EHI01130	EHA01676	0	PR01973
102704605	9375	1880	18004	593760	22	EHA02328	Individual	EHI01440	EHA02328	3461742904	PR02270
0	0	0	0	0	0	EHA03071	Individual	EHI01784	EHA03071	1292567979	PR02609
514427746	6277	16558	112908	428560	106	EHA01429	Coassembly	EHI00742	EHA01426	5095352709	PR01341
612479618	10485	10259	108514	601971	155	EHA03534	Coassembly	EHI02089	EHA03530	906575732	PR02897
291057460	24397	2203	39708	758446	76	EHA02524	Coassembly	EHI00410	EHA02522	3200297549	PR00913
463456275	2949	27426	149601	558506	76	EHA01779	Coassembly	EHI01131	EHA01709	0	PR01974
741492058	8541	15449	141713	486000	134	EHA04353	Coassembly	EHI02591	EHA04352	5248845859	PR03339
804278894	10895	13173	141724	483074	233	EHA02521	Coassembly	EHI01459	EHA02513	1507364232	PR02377
400599383	9319	8015	72663	637842	102	EHA03172	Coassembly	EHI01642	EHA03161	1842611337	PR02236
463456275	2949	27426	149601	558506	76	EHA01758	Coassembly	EHI01092	EHA01709	0	PR01953
410843869	4586	19051	106092	164250	112	EHA02144	Coassembly	EHI01345	EHA02144	4983270821	PR02229
276988408	7531	6602	55820	756915	55	EHA02887	Coassembly	EHI00749	EHA02884	3966872786	PR01390
61786089	10563	1115	10487	312143	19	EHA01876	Individual	EHI01295	EHA01876	3446327302	PR02101
0	0	0	0	0	0	EHA03782	Coassembly	EHI02145	EHA03781	7766200897	PR02816
1489552796	7317	37095	305058	485840	370	EHA03610	Coassembly	EHI02260	EHA03601	2536282741	PR02925
0	0	0	0	0	0	EHA02024	Individual	EHI01366	EHA02024	968145022	PR02167
0	0	0	0	0	0	EHA01348	Coassembly	EHI00814	EHA01345	959715963	PR01428
0	0	0	0	0	0	EHA02679	Individual	EHI01583	EHA02679	3815392857	PR02307
447224134	10308	8205	80825	988467	61	EHA02214	Coassembly	EHI01202	EHA02205	0	PR02025
24873964	12267	347	4596	256113	5	EHA01290	Individual	EHI00894	EHA01290	3475727633	PR01660
454951033	9880	8850	80773	384678	97	EHA01866	Coassembly	EHI01051	EHA01866	5083324849	PR01739
289141177	7726	6386	58697	659751	81	EHA02400	Coassembly	EHI01446	EHA02398	4021692793	PR02276
1524177280	6686	43825	325860	660807	368	EHA03630	Coassembly	EHI02261	EHA03613	2178927183	PR02931
0	0	0	0	0	0	EHA02696	Individual	EHI01393	EHA02696	5506294430	PR02081
0	0	0	0	0	0	EHA01362	Coassembly	EHI00843	EHA01345	737605567	PR01442
0	0	0	0	0	0	EHA01350	Coassembly	EHI00817	EHA01345	915035314	PR01430
265797600	27503	1796	33040	623034	59	EHA02443	Individual	EHI01458	EHA02443	11732872621	PR02429
128681050	9484	2029	24705	876211	34	EHA03922	Individual	EHI02387	EHA03922	5080545061	PR03045
777401173	8090	19263	148782	506480	149	EHA01498	Coassembly	EHI00529	EHA01495	6423214499	PR00803
363463577	10360	5781	63911	877912	68	EHA01870	Coassembly	EHI01079	EHA01869	5678561384	PR01519
909893271	2311	124546	373793	359959	54	EHA02622	Coassembly	EHI01110	EHA02611	1263811225	PR01966
0	0	0	0	0	0	EHA03131	Individual	EHI01820	EHA03131	1671464046	PR02647
0	0	0	0	0	0	EHA01355	Coassembly	EHI00825	EHA01345	1218904405	PR01435
79622566	4818	3120	20178	310803	14	EHA00442	Individual	EHI00459	EHA00442	3439764216	PR00924
0	0	0	0	0	0	EHA03897	Individual	EHI02459	EHA03897	3932828678	PR03124
400599383	9319	8015	72663	637842	102	EHA03173	Coassembly	EHI01196	EHA03161	802437639	PR01948
390667458	11551	5897	65178	453271	62	EHA00804	Individual	EHI00701	EHA00804	10895078347	PR01357
52350704	3645	3048	15118	157521	10	EHA03491	Coassembly	EHI02125	EHA03488	2176058227	PR02854
148911534	10096	2295	28253	617896	28	EHA03430	Individual	EHI02144	EHA03430	4651364215	PR02815
97067832	10758	1397	18248	514918	23	EHA03291	Individual	EHI01976	EHA03291	4529404525	PR02676
0	0	0	0	0	0	EHA00437	Individual	EHI00420	EHA00437	2936675388	PR00917
38238309	35414	174	4834	560131	9	EHA02828	Coassembly	EHI00301	EHA02827	2107120348	PR01164
456368184	5996	14700	105655	398480	38	EHA02011	Coassembly	EHI01372	EHA01987	3289816519	PR02171
78079590	13193	1230	12259	291180	6	EHA00676	Individual	EHI00665	EHA00676	1762209969	PR01348
62578590	2291	7386	24776	224232	2	EHA02952	Coassembly	EHI00245	EHA02952	1436629918	PR01046
807439689	11798	13859	127680	616705	236	EHA01960	Coassembly	EHI01284	EHA01958	4056583886	PR02090
456368184	5996	14700	105655	398480	38	EHA02012	Coassembly	EHI01379	EHA01987	1144509948	PR02177
0	0	0	0	0	0	EHA00422	Individual	EHI00367	EHA00422	3960874993	PR00902
0	0	0	0	0	0	EHA02706	Individual	EHI01569	EHA02706	1961696613	PR02322
463456275	2949	27426	149601	558506	76	EHA01731	Coassembly	EHI01134	EHA01709	0	PR01926
568051572	13093	8888	85954	381120	163	EHA01955	Coassembly	EHI01329	EHA01929	5979999947	PR02135
1647390529	4933	66555	413533	714601	266	EHA03264	Coassembly	EHI02047	EHA03257	1154885651	PR02697
447224134	10308	8205	80825	988467	61	EHA02216	Coassembly	EHI01164	EHA02205	0	PR02013
436381348	14340	5626	68515	359391	116	EHA02602	Coassembly	EHI01498	EHA02599	4967002806	PR02447
233626185	17676	2522	32188	675752	36	EHA00347	Individual	EHI00481	EHA00347	6753259988	PR00784
0	0	0	0	0	0	EHA02020	Individual	EHI01412	EHA02020	1258844507	PR02189
574457353	8471	13911	108989	521468	111	EHA01507	Coassembly	EHI00079	EHA01507	1373801946	PR00691
160131811	11542	1998	28399	593017	31	EHA01200	Coassembly	EHI00136	EHA01190	1384488044	PR01132
133849520	10499	1973	24015	537997	23	EHA03912	Individual	EHI02356	EHA03912	4230632566	PR03082
1647390529	4933	66555	413533	714601	266	EHA03278	Coassembly	EHI02061	EHA03257	3430485289	PR02711
557439737	10397	9425	100139	339060	151	EHA00853	Coassembly	EHI00414	EHA00849	2517961830	PR00863
716747661	11050	11019	126515	727457	162	EHA01433	Coassembly	EHI00670	EHA01432	3732441847	PR01353
0	0	0	0	0	0	EHA04541	Coassembly	EHI02663	EHA04539	19277879888	PR03268
43786493	4280	1895	11683	204570	9	EHA00674	Individual	EHI00753	EHA00674	2835928106	PR01345
458969845	11927	6737	79253	852248	119	EHA02387	Coassembly	EHI01610	EHA02384	2953302267	PR02284
720461552	7216	18001	149811	598953	187	EHA04108	Coassembly	EHI02230	EHA04107	3695949870	PR02928
0	0	0	0	0	0	EHA00596	Individual	EHI00201	EHA00596	4057373645	PR01198
463456275	2949	27426	149601	558506	76	EHA01748	Coassembly	EHI01190	EHA01709	0	PR01943
0	0	0	0	0	0	EHA03876	Individual	EHI02492	EHA03876	2370357063	PR03112
0	0	0	0	0	0	EHA03665	Coassembly	EHI00751	EHA03651	4233687505	PR01343
0	0	0	0	0	0	EHA03884	Individual	EHI02491	EHA03884	3142062001	PR03118
1007154798	6311	26725	224295	640508	243	EHA02857	Coassembly	EHI01605	EHA02849	3407163930	PR02334
15520977	5994	533	3388	94201	4	EHA04510	Coassembly	EHI02685	EHA04507	1175830256	PR03290
96549631	6275	2692	21556	299223	18	EHA00665	Individual	EHI00700	EHA00665	2345994448	PR01336
94662426	7105	1949	20185	542803	22	EHA02723	Individual	EHI01417	EHA02723	2952582861	PR02371
0	0	0	0	0	0	EHA04020	Individual	EHI02449	EHA04020	2607593429	PR03181
259440750	3591	14531	76760	586016	24	EHA04430	Coassembly	EHI02648	EHA04427	7184415970	PR03381
0	0	0	0	0	0	EHA00794	Individual	EHI00823	EHA00794	6314492193	PR01497
181602360	12746	2126	29239	517946	40	EHA00726	Individual	EHI00746	EHA00726	7140786490	PR01402
777401173	8090	19263	148782	506480	149	EHA01499	Coassembly	EHI00524	EHA01495	6957466805	PR00800
0	0	0	0	0	0	EHA03953	Individual	EHI02502	EHA03953	5555453953	PR03248
88285294	15638	997	13296	936410	24	EHA03917	Individual	EHI02390	EHA03917	3931059919	PR03046
174498557	7210	3874	36949	747822	38	EHA02296	Coassembly	EHI00087	EHA02293	736297986	PR01122
752506106	7971	16511	150252	335168	287	EHA01575	Coassembly	EHI01175	EHA01572	4086746845	PR01998
163599800	7863	3339	32072	510162	29	EHA03033	Individual	EHI01743	EHA03033	4007599716	PR02558
659526929	6090	18736	152414	786068	146	EHA01209	Coassembly	EHI00034	EHA01202	1127401782	PR01099
176180839	12757	2197	30246	419463	31	EHA03420	Individual	EHI02179	EHA03420	3972887832	PR02805
154825127	12953	2258	25355	346563	36	EHA02404	Individual	EHI01453	EHA02404	4205472766	PR02374
0	0	0	0	0	0	EHA03879	Individual	EHI02504	EHA03879	4654019568	PR03228
113773316	8389	2339	21766	730078	15	EHA00670	Individual	EHI00742	EHA00670	5095352709	PR01341
0	0	0	0	0	0	EHA02486	Individual	EHI01402	EHA02486	1190530124	PR02203
101960791	7066	1998	21389	476399	18	EHA00652	Individual	EHI00686	EHA00652	4109320243	PR01322
154019761	4322	6850	40699	283125	28	EHA02104	Individual	EHI01249	EHA02104	6129476092	PR02192
1647390529	4933	66555	413533	714601	266	EHA03266	Coassembly	EHI02049	EHA03257	6447897436	PR02699
0	0	0	0	0	0	EHA04006	Individual	EHI02340	EHA04006	3483518913	PR03092
89701148	4683	3881	23646	175510	27	EHA01674	Coassembly	EHI01223	EHA01666	1720283008	PR01993
519483657	10238	10161	89092	571259	102	EHA01545	Coassembly	EHI00139	EHA01539	3084075255	PR00737
599411449	7149	13825	126202	875181	123	EHA04338	Coassembly	EHI02597	EHA04337	4142180884	PR03344
111742566	17098	1036	16250	677144	22	EHA01228	Individual	EHI01066	EHA01228	3011002880	PR01529
0	0	0	0	0	0	EHA01586	Individual	EHI01192	EHA01586	1120354042	PR01945
581101833	3896	27993	161346	587046	64	EHA03122	Coassembly	EHI01762	EHA03117	13969722877	PR02636
11335875	2395	1323	4432	60408	1	EHA01677	Coassembly	EHI01100	EHA01676	0	PR01959
237901222	7096	5797	49899	1035397	38	EHA01402	Coassembly	EHI00732	EHA01402	2327784651	PR01339
0	0	0	0	0	0	EHA03850	Individual	EHI02559	EHA03850	3638968396	PR03211
568051572	13093	8888	85954	381120	163	EHA01947	Coassembly	EHI01318	EHA01929	3967378751	PR02124
218251508	6056	6035	49476	511974	46	EHA04127	Coassembly	EHI02404	EHA04125	864843516	PR03072
0	0	0	0	0	0	EHA04007	Individual	EHI02403	EHA04007	1542591208	PR03034
268611217	12567	3713	44831	515093	66	EHA03352	Coassembly	EHI01981	EHA03351	4264575064	PR02680
177705263	9497	3598	31948	293433	29	EHA03134	Individual	EHI01825	EHA03134	5604912345	PR02650
1647390529	4933	66555	413533	714601	266	EHA03262	Coassembly	EHI02045	EHA03257	7278612196	PR02695
0	0	0	0	0	0	EHA03069	Individual	EHI01780	EHA03069	1432543025	PR02607
140744956	7495	3266	27893	735870	24	EHA00366	Individual	EHI00538	EHA00366	3803463099	PR00806
216171408	7413	5346	43597	346057	50	EHA04400	Individual	EHI02607	EHA04400	5506126638	PR03306
45997073	75688	117	5311	875408	10	EHA00548	Individual	EHI00127	EHA00548	3181469022	PR01129
0	0	0	0	0	0	EHA03011	Individual	EHI01674	EHA03011	2635081544	PR02491
0	0	0	0	0	0	EHA00485	Individual	EHI00326	EHA00485	3806486514	PR00974
0	0	0	0	0	0	EHA03853	Individual	EHI02568	EHA03853	3017018525	PR03220
0	0	0	0	0	0	EHA03725	Coassembly	EHI00703	EHA03694	4258181797	PR01359
0	0	0	0	0	0	EHA03008	Individual	EHI01669	EHA03008	2250961187	PR02486
421083540	8174	8153	84925	507234	100	EHA00820	Coassembly	EHI00939	EHA00810	2363982788	PR01547
31777575	17679	375	4154	281449	13	EHA01830	Individual	EHI00361	EHA01830	18974916774	PR00899
1007154798	6311	26725	224295	640508	243	EHA02853	Coassembly	EHI01594	EHA02849	4301377687	PR02330
90907763	8788	2141	16618	499744	25	EHA01904	Individual	EHI01287	EHA01904	2826215121	PR02093
267963341	13999	3265	42124	666529	67	EHA02562	Coassembly	EHI01522	EHA02559	3952797002	PR02462
119204927	9155	2273	22697	396788	17	EHA00325	Individual	EHI00180	EHA00325	3248644425	PR00743
1007154798	6311	26725	224295	640508	243	EHA02859	Coassembly	EHI01609	EHA02849	4188351676	PR02336
0	0	0	0	0	0	EHA03671	Coassembly	EHI00688	EHA03651	3605222761	PR01324
0	0	0	0	0	0	EHA03710	Coassembly	EHI02282	EHA03694	5074181205	PR02950
0	0	0	0	0	0	EHA02725	Individual	EHI01416	EHA02725	3418416152	PR02370
346603099	10762	6237	58956	384612	97	EHA03350	Coassembly	EHI01972	EHA03349	6858900374	PR02672
183819595	8923	3714	34510	507899	46	EHA04267	Individual	EHI02593	EHA04267	5285706629	PR03340
0	0	0	0	0	0	EHA03050	Individual	EHI01732	EHA03050	1321831836	PR02579
86034035	7873	2023	17347	496072	22	EHA00391	Individual	EHI00393	EHA00391	2263096445	PR00852
261678601	10139	4102	46685	510567	69	EHA00829	Coassembly	EHI00289	EHA00827	3385154183	PR00830
0	0	0	0	0	0	EHA02260	Individual	EHI01537	EHA02260	1588576275	PR02345
218251508	6056	6035	49476	511974	46	EHA04130	Coassembly	EHI02479	EHA04125	4375530719	PR03125
1079912262	11499	17681	180602	584956	270	EHA00946	Coassembly	EHI00374	EHA00928	3939912203	PR00905
828645972	13522	12418	125607	1478680	201	EHA04316	Coassembly	EHI02601	EHA04312	4495326883	PR03347
0	0	0	0	0	0	EHA03694	Coassembly	EHI00728	EHA03694	14290818487	PR01363
78665168	6923	2093	16262	648112	19	EHA00802	Individual	EHI00623	EHA00802	24104137852	PR00944
10215462	2358	1309	4119	23757	1	EHA01688	Coassembly	EHI01099	EHA01687	0	PR01958
0	0	0	0	0	0	EHA03796	Coassembly	EHI02205	EHA03781	4553346273	PR02834
82579133	9345	1549	14795	566291	20	EHA02258	Individual	EHI01535	EHA02258	3403085319	PR02343
1739592354	12630	26738	272652	701363	520	EHA02566	Coassembly	EHI00398	EHA02565	2006263064	PR00853
798986944	7272	20391	167600	580110	155	EHA01518	Coassembly	EHI00117	EHA01514	8323638751	PR00720
0	0	0	0	0	0	EHA02266	Individual	EHI01546	EHA02266	1117974666	PR02354
81370842	4150	4182	22113	251165	19	EHA03866	Individual	EHI02506	EHA03866	6030630960	PR03224
101755558	5519	3604	23969	418395	23	EHA02360	Individual	EHI01628	EHA02360	3101183225	PR02302
60530068	6585	1358	13470	195982	11	EHA03236	Individual	EHI02043	EHA03236	6309787953	PR02693
64232934	6561	1461	14272	442682	16	EHA02675	Individual	EHI01435	EHA02675	2423837026	PR02262
71547871	9150	1737	12162	289589	8	EHA02693	Individual	EHI01348	EHA02693	5403866569	PR02076
455379235	8066	9993	90601	362589	87	EHA01505	Coassembly	EHI00128	EHA01500	4020760812	PR00729
1489308165	7329	36958	304972	485840	366	EHA04105	Coassembly	EHI02260	EHA04095	2536282741	PR02925
1161321255	6530	33998	249001	540290	295	EHA02922	Coassembly	EHI00707	EHA02919	2058721840	PR01396
463456275	2949	27426	149601	558506	76	EHA01726	Coassembly	EHI01122	EHA01709	0	PR01921
0	0	0	0	0	0	EHA02115	Individual	EHI01402	EHA02115	1190530124	PR02203
638321235	9884	12021	115026	567061	139	EHA01443	Coassembly	EHI00701	EHA01443	10895078347	PR01357
133246533	6413	2918	29080	396717	21	EHA00691	Individual	EHI00734	EHA00691	3578751673	PR01365
909531124	4917	36127	227179	515382	168	EHA03633	Coassembly	EHI02244	EHA03631	3859212911	PR02942
447224134	10308	8205	80825	988467	61	EHA02219	Coassembly	EHI01171	EHA02205	0	PR02019
34565367	24971	311	4962	479227	8	EHA00613	Individual	EHI00577	EHA00613	3578912899	PR01246
