Ex code,EX batch,Extract barcode,BB sample,Extraction Replicate,Coordinates,EX ng/ul,EX ul,EX DNA ng,EX Validation,Notes,Autonumber,Autonumber2,Number of libraries,Number good libraries,Number of indexed libraries,Libraries,LI (Library),Used ul,Remaining ul,Remaining ng,Species,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequenced datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Purpose,IN (Indexing),Indexed libraries (from LI (Library)),Indexed libraries (from LI (Library)) 2,Collaborator(s) (from BB sample),BB Batch (from BB sample),ENA Sample accession,geographic location (region and locality),Ex type,Sequenced,Indexed,Libraried copy,Order
ABP10E1,EXB0048,LV1053381497,ABP10,E1,P131_5B,25.50,45,1148,OK,0,1668,01668,1,1,1,,ABP10E1L1,7.8,37,949,Sciurus carolinensis,1/11/2021,55.006,-3.362,United Kingdom,1000198 - Mixed forest,Hardwood forest,Oral swab,30640,Eastern grey squirrel,Adult,58.00,531.00,Female,SD01641,1,5.40,5.100,0.00,0,PRJEB51867,SEB008,metagenome,,ABP10E1L1I1,ABP10E1L1I1,Kat Fingland,BBB0040,,"Scotland, Dumfries & Galloway",DNA,1,1,1,Rodentia
ABP28E1,EXB0048,LV1053383463,ABP28,E1,P131_5C,8.38,45,377,OK,0,1669,01669,1,1,1,,ABP28E1L1,23.9,21,177,Sciurus carolinensis,3/11/2021,55.006,-3.362,United Kingdom,1000198 - Mixed forest,Hardwood forest,Oral swab,30640,Eastern grey squirrel,Adult,63.00,566.00,Male,SD01642,1,5.81,5.486,0.00,0,PRJEB51867,SEB008,metagenome,,ABP28E1L1I1,ABP28E1L1I1,Kat Fingland,BBB0040,,"Scotland, Dumfries & Galloway",DNA,1,1,1,Rodentia
ABP46E1,EXB0048,LV1040374786,ABP46,E1,P131_5D,3.22,45,145,Warning,0,1670,01670,1,1,1,,ABP46E1L1,24.0,21,68,Sciurus carolinensis,25/10/2021,55.175,-3.418,United Kingdom,1000198 - Mixed forest,Hardwood forest,Oral swab,30640,Eastern grey squirrel,Adult,58.00,618.00,Female,SD01649,1,4.69,4.437,0.00,0,PRJEB51867,SEB008,metagenome,,ABP46E1L1I1,ABP46E1L1I1,Kat Fingland,BBB0040,,"Scotland, Dumfries & Galloway",DNA,1,1,1,Rodentia
ABP93E1,EXB0048,LV1053381819,ABP93,E1,P131_5E,4.71,45,212,OK,0,1671,01671,1,1,1,,ABP93E1L1,24.0,21,99,Sciurus vulgaris,23/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Oral swab,55149,Eurasian red squirrel,Adult,70.40,301.00,Male,SD01852,1,4.79,4.539,0.00,0,ERP142116,SEB008,metagenome,,ABP93E1L1I1,ABP93E1L1I1,Colin Lawton,BBB0040,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ03E1,EXB0048,LV1053381469,ABQ03,E1,P131_5F,4.08,45,184,Warning,0,1672,01672,1,1,1,,ABQ03E1L1,24.0,21,86,Sciurus vulgaris,22/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Oral swab,55149,Eurasian red squirrel,Adult,66.50,276.00,Female,SD01846,1,5.23,4.950,0.00,0,ERP142116,SEB008,metagenome,,ABQ03E1L1I1,ABQ03E1L1I1,Colin Lawton,BBB0040,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ13E1,EXB0048,LV1040374840,ABQ13,E1,P131_5G,1.48,45,67,Warning,0,1673,01673,1,1,1,,ABQ13E1L1,24.0,21,31,Sciurus vulgaris,21/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Oral swab,55149,Eurasian red squirrel,Adult,65.50,296.00,Male,SD01841,1,4.90,3.484,1.10,0,ERP142116,SEB008,metagenome,,ABQ13E1L1I1,ABQ13E1L1I1,Colin Lawton,BBB0040,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ22E1,EXB0048,LV1053384015,ABQ22,E1,P131_5H,4.71,45,212,OK,0,1674,01674,1,1,1,,ABQ22E1L1,24.0,21,99,Sciurus vulgaris,21/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Oral swab,55149,Eurasian red squirrel,Adult,65.70,286.00,Male,SD01839,1,8.45,5.623,2.32,0,ERP142116,SEB008,metagenome,,ABQ22E1L1I1,ABQ22E1L1I1,Colin Lawton,BBB0040,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ25E1,EXB0048,LV1040374783,ABQ25,E1,P131_6A,9.73,45,438,OK,0,1675,01675,1,1,1,,ABQ25E1L1,20.6,24,237,Sciurus vulgaris,21/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Oral swab,55149,Eurasian red squirrel,Adult,65.10,291.00,Female,SD01842,1,7.18,6.786,0.00,0,ERP142116,SEB008,metagenome,,ABQ25E1L1I1,ABQ25E1L1I1,Colin Lawton,BBB0040,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ29E1,EXB0048,LV1040374792,ABQ29,E1,P131_6B,3.45,45,155,Warning,0,1676,01676,1,1,1,,ABQ29E1L1,24.0,21,72,Sciurus vulgaris,21/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Oral swab,55149,Eurasian red squirrel,Adult,65.00,276.00,Male,SD01843,1,4.78,3.497,0.96,0,ERP142116,SEB008,metagenome,,ABQ29E1L1I1,ABQ29E1L1I1,Colin Lawton,BBB0040,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABS91E1,EXB0048,LV1053383091,ABS91,E1,P131_6C,0.82,45,37,Error,0,1677,01677,1,1,1,,ABS91E1L1,24.0,21,17,Sciurus vulgaris,30/10/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Oral swab,55149,Eurasian red squirrel,Adult,60.00,310.00,Female,SD01534,1,5.81,4.143,1.33,0,ERP142116,SEB008,metagenome,,ABS91E1L1I1,ABS91E1L1I1,Yu Takahata,BBB0040,,Hokkaido,DNA,1,1,1,Rodentia
ABS93E1,EXB0048,LV1040374763,ABS93,E1,P131_6D,0.38,45,17,Error,0,1678,01678,1,1,1,,ABS93E1L1,24.0,21,8,Sciurus vulgaris,30/10/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Oral swab,55149,Eurasian red squirrel,Adult,67.00,380.00,Male,SD01535,1,6.58,4.678,1.59,0,ERP142116,SEB008,metagenome,,ABS93E1L1I1,ABS93E1L1I1,Yu Takahata,BBB0040,,Hokkaido,DNA,1,1,1,Rodentia
ABS95E1,EXB0048,LV1053381709,ABS95,E1,P131_6E,1.07,45,48,Error,0,1679,01679,1,1,1,,ABS95E1L1,24.0,21,22,Sciurus vulgaris,30/10/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Oral swab,55149,Eurasian red squirrel,Adult,63.00,310.00,Female,SD01536,1,7.82,6.082,1.26,0,ERP142116,SEB008,metagenome,,ABS95E1L1I1,ABS95E1L1I1,Yu Takahata,BBB0040,,Hokkaido,DNA,1,1,1,Rodentia
C1_EXB0048E1,EXB0048,LV1053383985,C1_EXB0048,E1,P131_6F,0.00,45,0,Error,0,1680,01680,1,0,0,,C1_EXB0048E1L1,24.0,21,0,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,unknown,,,,,,,,DNA,0,0,1,
AAQ42E1,EXB0049,LV1040374900,AAQ42,E1,P131_6G,5.59,45,252,OK,Qubit BR,1681,01681,1,1,1,,AAQ42E1L1,24.0,21,117,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Tissue,61862,Brown longe-eared bat,Adult,39.00,8.25,Male,SD02802,1,7.15,6.471,0.00,0,PRJEB51868,SEB008,genome,,AAQ42E1L1I1,AAQ42E1L1I1,Hugo Rebelo,BBB0041,,Serra Estrela,DNA,1,1,1,Chiroptera
AAQ43E1,EXB0049,LV1040376220,AAQ43,E1,P131_6H,6.38,45,287,OK,Qubit BR,1682,01682,1,1,1,,AAQ43E1L1,24.0,21,134,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Tissue,61862,Brown longe-eared bat,Adult,37.30,7.00,Male,SD02801,1,4.72,4.404,0.00,0,PRJEB51868,SEB008,genome,,AAQ43E1L1I1,AAQ43E1L1I1,Hugo Rebelo,BBB0041,,Serra Estrela,DNA,1,1,1,Chiroptera
AAQ45E1,EXB0049,LV1053381475,AAQ45,E1,P131_7A,7.08,45,319,OK,Pink piece of tissue not dissolved. Perhaps these are not tissue. Qubit BR,1683,01683,1,1,1,,AAQ45E1L1,24.0,21,149,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Tissue,61862,Brown longe-eared bat,Adult,40.60,8.00,Male,SD02804,1,3.74,3.422,0.00,0,PRJEB51868,SEB008,genome,,AAQ45E1L1I1,AAQ45E1L1I1,Hugo Rebelo,BBB0041,,Serra Estrela,DNA,1,1,1,Chiroptera
AAQ47E1,EXB0049,LV1053382115,AAQ47,E1,P131_7B,4.20,45,189,Warning,Pink piece of tissue not dissolved. Qubit BR,1684,01684,1,1,1,,AAQ47E1L1,24.0,21,88,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Tissue,61862,Brown longe-eared bat,Adult,38.80,7.50,Male,SD02805,1,3.77,3.435,0.00,0,PRJEB51868,SEB008,genome,,AAQ47E1L1I1,AAQ47E1L1I1,Hugo Rebelo,BBB0041,,Serra Estrela,DNA,1,1,1,Chiroptera
AAQ51E1,EXB0049,LV1053383974,AAQ51,E1,P131_7C,4.90,45,221,OK,Qubit BR,1685,01685,1,1,1,,AAQ51E1L1,24.0,21,103,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Tissue,61862,Brown longe-eared bat,Adult,38.80,7.75,Male,SD02808,1,7.21,6.591,0.00,0,PRJEB51868,SEB008,genome,,AAQ51E1L1I1,AAQ51E1L1I1,Hugo Rebelo,BBB0041,,Serra Estrela,DNA,1,1,1,Chiroptera
ABS01E1,EXB0049,LV1053381511,ABS01,E1,P131_7D,7.47,45,336,OK,Qubit BR,1686,01686,1,1,1,,ABS01E1L1,24.0,21,157,Sciurus vulgaris,16/4/2021,143.091,42.736,Japan,1000197 - Broadleaf forest,Conifer forests ,Tissue,55149,Eurasian red squirrel,Adult,61.00,350.00,Male,SD01489,1,5.61,5.199,0.00,0,ERP142116,SEB008,genome,,ABS01E1L1I1,ABS01E1L1I1,Yu Takahata,BBB0041,,Hokkaido,DNA,1,1,1,Rodentia
ABS25E1,EXB0049,LV1053383403,ABS25,E1,P131_7E,12.50,45,563,OK,Qubit BR,1687,01687,1,1,1,,ABS25E1L1,16.0,29,363,Sciurus vulgaris,3/6/2021,143.137,42.914,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Tissue,55149,Eurasian red squirrel,Adult,63.50,340.00,Male,SD01501,1,4.17,3.855,0.00,0,ERP142116,SEB008,genome,,ABS25E1L1I1,ABS25E1L1I1,Yu Takahata,BBB0041,,Hokkaido,DNA,1,1,1,Rodentia
ABS27E1,EXB0049,LV1040374901,ABS27,E1,P131_7F,15.40,45,693,OK,Qubit BR,1688,01688,1,1,1,,ABS27E1L1,13.0,32,493,Sciurus vulgaris,3/6/2021,143.137,42.914,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Tissue,55149,Eurasian red squirrel,Adult,65.00,340.00,Male,SD01502,1,5.25,4.840,0.00,0,ERP142116,SEB008,genome,,ABS27E1L1I1,ABS27E1L1I1,Yu Takahata,BBB0041,,Hokkaido,DNA,1,1,1,Rodentia
ABS31E1,EXB0049,LV1053381549,ABS31,E1,P131_7G,4.42,45,199,Warning,Qubit BR,1689,01689,1,1,1,,ABS31E1L1,24.0,21,93,Sciurus vulgaris,8/6/2021,143.137,42.914,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Tissue,55149,Eurasian red squirrel,Adult,62.50,340.00,Male,SD01504,1,6.12,5.621,0.00,0,ERP142116,SEB008,genome,,ABS31E1L1I1,ABS31E1L1I1,Yu Takahata,BBB0041,,Hokkaido,DNA,1,1,1,Rodentia
ABS41E1,EXB0049,LV1053381538,ABS41,E1,P131_7H,13.00,45,585,OK,Qubit BR,1690,01690,1,1,1,,ABS41E1L1,15.4,30,385,Sciurus vulgaris,14/6/2021,143.187,42.906,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Tissue,55149,Eurasian red squirrel,Adult,63.50,340.00,Male,SD01509,1,6.28,5.637,0.00,0,ERP142116,SEB008,genome,,ABS41E1L1I1,ABS41E1L1I1,Yu Takahata,BBB0041,,Hokkaido,DNA,1,1,1,Rodentia
ABZ42E1,EXB0049,LV1053383439,ABZ42,E1,P131_8A,75.50,45,3398,OK,Qubit BR,1691,01691,1,1,1,,ABZ42E1L1,2.6,42,3201,Sciurus carolinensis,8/4/2022,51.070,-114.138,Canada,1000248 - Dense settlement,Residential neighbourhood,Tissue,30640,Eastern grey squirrel,Adult,65.00,605.00,Male,SD01866,1,4.63,4.273,0.00,0,PRJEB51867,SEB008,genome,,ABZ42E1L1I1,ABZ42E1L1I1,Mason Stothart,BBB0041,,Calgary,DNA,1,1,1,Rodentia
ABZ51E1,EXB0049,LV1053380894,ABZ51,E1,P131_8B,44.30,45,1993,OK,Qubit BR,1692,01692,1,1,1,,ABZ51E1L1,4.5,41,1794,Sciurus carolinensis,7/4/2022,51.070,-114.138,Canada,1000248 - Dense settlement,Residential neighbourhood,Tissue,30640,Eastern grey squirrel,Adult,65.00,600.00,Male,SD01863,1,5.52,4.939,0.00,0,PRJEB51867,SEB008,genome,,ABZ51E1L1I1,ABZ51E1L1I1,Mason Stothart,BBB0041,,Calgary,DNA,1,1,1,Rodentia
ADD86E1,EXB0049,LV1053381465,ADD86,E1,P131_8C,39.30,45,1768,OK,Qubit BR,1693,01693,1,1,1,,ADD86E1L1,5.1,40,1568,Sciurus vulgaris,16/11/2021,41.099,-8.560,Portugal,1000248 - Dense settlement,34h extent park with an agricultural-forest landscape surrounded by dense urban area,Tissue,55149,Eurasian red squirrel,Adult,,360.00,Female,SD01879,1,3.65,3.204,0.00,0,ERP142116,SEB008,genome,,ADD86E1L1I1,ADD86E1L1I1,Rita Gomes Rocha,BBB0041,,Gaia,DNA,1,1,1,Rodentia
ADD89E1,EXB0049,LV1040376477,ADD89,E1,P131_8D,22.90,45,1031,OK,Qubit BR,1694,01694,1,1,1,,ADD89E1L1,8.7,36,831,Sciurus vulgaris,21/11/2021,41.099,-8.555,Portugal,1000248 - Dense settlement,34h extent park with an agricultural-forest landscape surrounded by dense urban area,Tissue,55149,Eurasian red squirrel,Adult,,360.00,Female,SD01880,1,4.32,3.892,0.00,0,ERP142116,SEB008,genome,,ADD89E1L1I1,ADD89E1L1I1,Rita Gomes Rocha,BBB0041,,Gaia,DNA,1,1,1,Rodentia
ADE09E1,EXB0049,LV1040374834,ADE09,E1,P131_8E,24.30,45,1094,OK,Qubit BR,1695,01695,1,1,1,,ADE09E1L1,8.2,37,894,Sciurus vulgaris,8/2/2022,40.933,-8.640,Portugal,1000196 - Coniferous forest,~2100h extent area of planted forest managed for timber and resin; forest patches also covered with invasive sepcies (Acacia),Tissue,55149,Eurasian red squirrel,Adult,,370.00,Female,SD01888,1,5.47,5.065,0.00,0,ERP142116,SEB008,genome,,ADE09E1L1I1,ADE09E1L1I1,Rita Gomes Rocha,BBB0041,,Ovar,DNA,1,1,1,Rodentia
ADW16E1,EXB0049,LV1040374595,ADW16,E1,P131_8F,62.30,45,2804,OK,Qubit BR,1696,01696,1,1,0,,ADW16E1L1,3.2,42,2604,Sciurus carolinensis,12/10/2021,45.022,7.672,Italy,1000221 - Temperate woodland,parklike habitat,Tissue,30640,Eastern grey squirrel,Adult,61.00,575.00,Female,SD00394,0,0.00,0.000,0.00,0,PRJEB51867,,genome,,,,Luc Wauters,BBB0041,,Piedmont,DNA,0,0,1,Rodentia
C1_EXB0049E1,EXB0049,LV1053384038,C1_EXB0049,E1,P131_8G,0.00,45,0,Error,Qubit BR,1697,01697,1,0,0,,C1_EXB0049E1L1,24.0,21,0,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,unknown,,,,,,,,DNA,0,0,1,
AAQ46E1,EXB0050,LV1053380514,AAQ46,E1,P135_1A,0.33,45,15,Error,0,1698,01698,1,1,1,,AAQ46E1L1,24.0,21,7,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Faecal,61862,Brown longe-eared bat,Adult,40.60,8.00,Male,SD02804,1,3.99,3.754,0.00,0,PRJEB51868,SEB008,metagenome,,AAQ46E1L1I1,AAQ46E1L1I1,Hugo Rebelo,BBB0042,,Serra Estrela,DNA,1,1,1,Chiroptera
AAQ48E1,EXB0050,LV1053380572,AAQ48,E1,P135_1B,0.13,45,6,Error,0,1699,01699,1,1,1,,AAQ48E1L1,24.0,21,3,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Faecal,61862,Brown longe-eared bat,Adult,38.80,7.50,Male,SD02805,1,4.92,0.668,3.92,0,PRJEB51868,SEB008,metagenome,,AAQ48E1L1I1,AAQ48E1L1I1,Hugo Rebelo,BBB0042,,Serra Estrela,DNA,1,1,1,Chiroptera
AAQ52E1,EXB0050,LV1053380548,AAQ52,E1,P135_1C,0.16,45,7,Error,0,1700,01700,1,1,1,,AAQ52E1L1,24.0,21,3,Plecotus auritus,11/8/2021,40.314,-7.576,Portugal,00000044 - Peatland,Abandoned cable car house,Faecal,61862,Brown longe-eared bat,Adult,38.80,7.75,Male,SD02808,1,3.88,0.226,3.21,0,PRJEB51868,SEB008,metagenome,,AAQ52E1L1I1,AAQ52E1L1I1,Hugo Rebelo,BBB0042,,Serra Estrela,DNA,1,1,1,Chiroptera
ABP75E1,EXB0050,LV1053380525,ABP75,E1,P135_1D,1.33,45,60,Warning,0,1701,01701,1,1,1,,ABP75E1L1,24.0,21,28,Sciurus vulgaris,21/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Faecal,55149,Eurasian red squirrel,Adult,66.00,296.00,Male,SD01838,1,4.81,0.015,4.20,131,ERP142116,SEB008,metagenome,,ABP75E1L1I1,ABP75E1L1I1,Colin Lawton,BBB0042,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ10E1,EXB0050,LV1053380561,ABQ10,E1,P135_1E,2.61,45,117,Warning,0,1702,01702,1,1,1,,ABQ10E1L1,24.0,21,55,Sciurus vulgaris,22/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Faecal,55149,Eurasian red squirrel,Adult,69.60,336.00,Male,SD01844,1,5.10,4.744,0.00,0,ERP142116,SEB008,metagenome,,ABQ10E1L1I1,ABQ10E1L1I1,Colin Lawton,BBB0042,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ28E1,EXB0050,LV1053380528,ABQ28,E1,P135_1F,7.41,45,333,OK,0,1703,01703,1,1,1,,ABQ28E1L1,24.0,21,156,Sciurus vulgaris,22/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Faecal,55149,Eurasian red squirrel,Adult,71.80,346.00,Male,SD01836,1,4.14,0.102,3.75,160,ERP142116,SEB008,metagenome,,ABQ28E1L1I1,ABQ28E1L1I1,Colin Lawton,BBB0042,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ53E1,EXB0050,LV1053380501,ABQ53,E1,P135_1G,1.24,45,56,Warning,0,1704,01704,1,1,1,,ABQ53E1L1,24.0,21,26,Sciurus vulgaris,21/4/2021,54.136,-9.143,Ireland,1000198 - Mixed forest,Mixed forest,Faecal,55149,Eurasian red squirrel,Adult,66.90,306.00,Male,SD01837,1,4.72,0.071,4.15,131,ERP142116,SEB008,metagenome,,ABQ53E1L1I1,ABQ53E1L1I1,Colin Lawton,BBB0042,,"Ballina, Co.Mayo",DNA,1,1,1,Rodentia
ABQ58E1,EXB0050,LV1053380405,ABQ58,E1,P135_1H,0.36,45,16,Error,0,1705,01705,1,1,1,,ABQ58E1L1,24.0,21,7,Sciurus vulgaris,30/7/2021,53.297,-9.071,Ireland,1000197 - Broadleaf forest,"Oak, ash, beech, hazel forest",Faecal,55149,Eurasian red squirrel,Adult,71.00,265.00,Male,SD01853,1,6.16,3.803,1.97,61,ERP142116,SEB008,metagenome,,ABQ58E1L1I1,ABQ58E1L1I1,Colin Lawton,BBB0042,,"Menlo, Galway",DNA,1,1,1,Rodentia
ABQ67E1,EXB0050,LV1053380524,ABQ67,E1,P135_2A,11.40,45,513,OK,0,1706,01706,1,1,1,,ABQ67E1L1,17.5,28,314,Sciurus vulgaris,20/8/2021,53.296,-9.070,Ireland,1000197 - Broadleaf forest,"Oak, ash, beech, hazel forest",Faecal,55149,Eurasian red squirrel,Nursing,61.00,275.00,Female,SD01855,1,7.53,0.051,6.99,101,ERP142116,SEB008,metagenome,,ABQ67E1L1I1,ABQ67E1L1I1,Colin Lawton,BBB0042,,"Menlo, Galway",DNA,1,1,1,Rodentia
ABQ79E1,EXB0050,LV1053380504,ABQ79,E1,P135_2B,0.24,45,11,Error,0,1707,01707,1,1,1,,ABQ79E1L1,24.0,21,5,Sciurus vulgaris,4/8/2021,53.297,-9.072,Ireland,1000197 - Broadleaf forest,"Oak, ash, beech, hazel forest",Faecal,55149,Eurasian red squirrel,Adult,68.00,265.00,Male,SD01854,1,6.81,1.947,3.96,61,ERP142116,SEB008,metagenome,,ABQ79E1L1I1,ABQ79E1L1I1,Colin Lawton,BBB0042,,"Menlo, Galway",DNA,1,1,1,Rodentia
ABQ86E1,EXB0050,LV1053380577,ABQ86,E1,P135_2C,2.36,45,106,Warning,0,1708,01708,1,1,1,,ABQ86E1L1,24.0,21,50,Sciurus vulgaris,5/11/2021,53.298,-9.692,Ireland,1000197 - Broadleaf forest,"Oak, ash, beech, hazel forest",Faecal,55149,Eurasian red squirrel,Adult,63.00,275.00,Female,SD01860,1,4.50,1.491,2.64,81,ERP142116,SEB008,metagenome,,ABQ86E1L1I1,ABQ86E1L1I1,Colin Lawton,BBB0042,,"Menlo, Galway",DNA,1,1,1,Rodentia
ABS04E1,EXB0050,LV1053380584,ABS04,E1,P135_2D,1.76,45,79,Warning,0,1709,01709,1,1,1,,ABS04E1L1,24.0,21,37,Sciurus vulgaris,20/4/2021,143.173,42.876,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,55149,Eurasian red squirrel,Adult,64.10,360.00,Female,SD01490,1,3.01,2.822,0.00,0,ERP142116,SEB008,metagenome,,ABS04E1L1I1,ABS04E1L1I1,Yu Takahata,BBB0042,,Hokkaido,DNA,1,1,1,Rodentia
ABS06E1,EXB0050,LV1053380565,ABS06,E1,P135_2E,1.25,45,56,Warning,0,1710,01710,1,1,1,,ABS06E1L1,24.0,21,26,Sciurus vulgaris,20/4/2021,143.173,42.876,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,55149,Eurasian red squirrel,Adult,63.80,380.00,Female,SD01491,1,3.02,2.814,0.00,0,ERP142116,SEB008,metagenome,,ABS06E1L1I1,ABS06E1L1I1,Yu Takahata,BBB0042,,Hokkaido,DNA,1,1,1,Rodentia
ABS08E1,EXB0050,LV1053380505,ABS08,E1,P135_2F,1.56,45,70,Warning,0,1711,01711,1,1,1,,ABS08E1L1,24.0,21,33,Sciurus vulgaris,20/4/2021,143.173,42.876,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,55149,Eurasian red squirrel,Adult,59.50,350.00,Male,SD01492,1,2.58,2.425,0.00,0,ERP142116,SEB008,metagenome,,ABS08E1L1I1,ABS08E1L1I1,Yu Takahata,BBB0042,,Hokkaido,DNA,1,1,1,Rodentia
ABS10E1,EXB0050,LV1053380500,ABS10,E1,P135_2G,2.26,45,102,Warning,0,1712,01712,1,1,1,,ABS10E1L1,24.0,21,47,Sciurus vulgaris,20/4/2021,143.173,42.876,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Anal/cloacal swab,55149,Eurasian red squirrel,Pregnant,64.00,410.00,Female,SD01493,1,6.10,4.352,1.37,26,ERP142116,SEB008,metagenome,,ABS10E1L1I1,ABS10E1L1I1,Yu Takahata,BBB0042,,Hokkaido,DNA,1,1,1,Rodentia
ABW31E1,EXB0050,LV1053380537,ABW31,E1,P135_2H,6.11,45,275,OK,0,1713,01713,1,1,1,,ABW31E1L1,24.0,21,128,Sciurus vulgaris,29/10/2021,52.488,13.470,Germany,1000197 - Broadleaf forest,"urban park with lawns and several broadleaf trees, partly standing together in groups, small woods",Faecal,55149,Eurasian red squirrel,Adult,63.00,425.00,Male,SD01175,1,4.42,0.238,3.84,85,ERP142116,SEB008,metagenome,,ABW31E1L1I1,ABW31E1L1I1,"Sinah Drenske, Stephanie Kramer",BBB0042,,Berlin,DNA,1,1,1,Rodentia
ABZ27E1,EXB0050,LV1053380540,ABZ27,E1,P135_3A,18.60,45,837,OK,0,1714,01714,1,1,1,,ABZ27E1L1,10.8,34,636,Sciurus carolinensis,9/4/2022,51.075,-114.135,Canada,1000248 - Dense settlement,University Campus,Faecal,30640,Eastern grey squirrel,Adult,70.00,650.00,Male,SD01870,1,3.91,1.165,2.36,115,PRJEB51867,SEB008,metagenome,,ABZ27E1L1I1,ABZ27E1L1I1,Mason Stothart,BBB0042,,Calgary,DNA,1,1,1,Rodentia
ABZ30E1,EXB0050,LV1053380560,ABZ30,E1,P135_3B,22.00,45,990,OK,0,1715,01715,1,1,1,,ABZ30E1L1,9.1,36,790,Sciurus carolinensis,9/4/2022,51.075,-114.135,Canada,1000248 - Dense settlement,University Campus,Faecal,30640,Eastern grey squirrel,Adult,66.00,605.00,Male,SD01872,1,2.78,0.150,2.39,120,PRJEB51867,SEB008,metagenome,,ABZ30E1L1I1,ABZ30E1L1I1,Mason Stothart,BBB0042,,Calgary,DNA,1,1,1,Rodentia
ABZ41E1,EXB0050,LV1053380404,ABZ41,E1,P135_3C,6.16,45,277,OK,0,1716,01716,1,1,1,,ABZ41E1L1,24.0,21,129,Sciurus carolinensis,8/4/2022,51.070,-114.138,Canada,1000248 - Dense settlement,Residential neighbourhood,Faecal,30640,Eastern grey squirrel,Adult,65.00,605.00,Male,SD01866,1,4.19,0.355,3.12,120,PRJEB51867,SEB008,metagenome,,ABZ41E1L1I1,ABZ41E1L1I1,Mason Stothart,BBB0042,,Calgary,DNA,1,1,1,Rodentia
ABZ49E1,EXB0050,LV1053380586,ABZ49,E1,P135_3D,17.60,45,792,OK,0,1717,01717,1,1,1,,ABZ49E1L1,11.4,34,591,Sciurus carolinensis,7/4/2022,51.070,-114.138,Canada,1000248 - Dense settlement,Residential neighbourhood,Faecal,30640,Eastern grey squirrel,Adult,65.00,600.00,Male,SD01863,1,3.09,0.167,2.61,118,PRJEB51867,SEB008,metagenome,,ABZ49E1L1I1,ABZ49E1L1I1,Mason Stothart,BBB0042,,Calgary,DNA,1,1,1,Rodentia
