ID,AB_batch,Type (from AB Batch),Host,assembly_ena_accession,Autonumber1,PreprocessedSample,EHI_number,Assembly_code,Coassembly_name,PR_batch,EHI_number_api,sample_type,assembly_length,N50,L50,num_contigs,largest_contig,num_bins,assembly_mapping_percent,metagenomic_bases,assembly_url,mag_url,mapping_url,Status,Nonpareil completeness,locality,Order,successful_assembly
EHA00653,ABB0131,Individual,Podarcis filfolensis,,653,PR01323,EHI00687,EHA00653,EHA00640,PRB0046,EHI00687,Faecal,51942314,8381,1194,9983,240608,10,44.00,1243450710,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00653_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00687_EHA00653.bam,Done,0.6851,Marsaskala,Squamata,1
EHA00654,ABB0131,Individual,Podarcis filfolensis,,654,PR01324,EHI00688,EHA00654,EHA00640,PRB0046,EHI00688,Faecal,118250231,12469,1636,19525,323358,23,79.00,3605222761,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00654_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00688_EHA00654.bam,Done,0.9042,Marsaskala,Squamata,1
EHA00655,ABB0131,Individual,Podarcis filfolensis,,655,PR01325,EHI00689,EHA00655,EHA00640,PRB0046,EHI00689,Faecal,56843227,22072,400,7673,629117,11,74.00,1932857223,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00655_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00689_EHA00655.bam,Done,0.8621,Ggantija,Squamata,1
EHA00656,ABB0131,Individual,Podarcis filfolensis,,656,PR01326,EHI00690,EHA00656,EHA00640,PRB0046,EHI00690,Faecal,82278625,6864,1723,18557,441085,13,52.00,2321823649,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00656_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00690_EHA00656.bam,Done,0.7666,Ggantija,Squamata,1
EHA00657,ABB0131,Individual,Podarcis filfolensis,,657,PR01327,EHI00691,EHA00657,EHA00640,PRB0046,EHI00691,Faecal,114155411,19637,974,17800,410137,21,77.00,3587666036,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00657_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00691_EHA00657.bam,Done,0.9037,Ggantija,Squamata,1
EHA00658,ABB0131,Individual,Podarcis filfolensis,,658,PR01328,EHI00692,EHA00658,EHA00640,PRB0046,EHI00692,Faecal,169467260,6980,4059,35119,651258,29,67.00,4873372294,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00658_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00692_EHA00658.bam,Done,0.8194,Ggantija,Squamata,1
EHA00659,ABB0131,Individual,Podarcis filfolensis,,659,PR01329,EHI00693,EHA00659,EHA00640,PRB0046,EHI00693,Faecal,181560935,15994,2067,28718,472880,40,75.00,5392263654,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00659_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0046_EHI00693_EHA00659.bam,Done,0.8758,Ggantija,Squamata,1
EHA00660,ABB0131,Individual,Podarcis filfolensis,,660,PR01330,EHI00694,EHA00660,EHA00640,PRB0047,EHI00694,Faecal,175487231,11954,2285,30987,505103,33,67.00,5010854722,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00660_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0047_EHI00694_EHA00660.bam,Done,0.8434,Ggantija,Squamata,1
EHA00661,ABB0131,Individual,Podarcis filfolensis,,661,PR01331,EHI00695,EHA00661,EHA00640,PRB0047,EHI00695,Faecal,211858668,12740,3080,33963,543858,38,79.00,5365124132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00661_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0047_EHI00695_EHA00661.bam,Done,0.8987,Cominotto,Squamata,1
EHA00662,ABB0131,Individual,Podarcis filfolensis,,662,PR01332,EHI00696,EHA00662,EHA00640,PRB0047,EHI00696,Faecal,216904495,10226,3964,39394,420294,33,68.00,5257899032,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00662_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0047_EHI00696_EHA00662.bam,Done,0.8442,Cominotto,Squamata,1
EHA00663,ABB0131,Individual,Podarcis filfolensis,,663,PR01334,EHI00698,EHA00663,EHA00640,PRB0047,EHI00698,Faecal,44916355,4398,2103,11967,345667,12,48.00,2117738762,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00663_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0047_EHI00698_EHA00663.bam,Done,0.7228,Cominotto,Squamata,1
EHA00664,ABB0131,Individual,Podarcis filfolensis,,664,PR01335,EHI00699,EHA00664,EHA00640,PRB0047,EHI00699,Faecal,125309506,7474,2774,25691,323065,24,60.00,2832033716,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/EHA00664_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0131,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0131/PRB0047_EHI00699_EHA00664.bam,Done,0.7891,Cominotto,Squamata,1
EHA00665,ABB0123,Individual,Podarcis filfolensis,,665,PR01336,EHI00700,EHA00665,EHA00665,PRB0047,EHI00700,Faecal,96549631,6275,2692,21556,299223,18,54.00,2345994448,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00665_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00700_EHA00665.bam,Done,0.7630,Cominotto,Squamata,1
EHA00666,ABB0123,Individual,Podarcis filfolensis,,666,PR01337,EHI00730,EHA00666,EHA00665,PRB0047,EHI00730,Faecal,170096194,4269,7682,45079,478685,36,46.00,4609595390,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00666_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00730_EHA00666.bam,Done,0.7547,Filfla,Squamata,1
EHA00667,ABB0123,Individual,Podarcis filfolensis,,667,PR01338,EHI00731,EHA00667,EHA00665,PRB0047,EHI00731,Faecal,121589909,5464,4361,28527,222483,19,49.00,2697223372,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00667_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00731_EHA00667.bam,Done,0.7137,Marsaskala,Squamata,1
EHA00668,ABB0123,Individual,Podarcis filfolensis,,668,PR01339,EHI00732,EHA00668,EHA00665,PRB0047,EHI00732,Faecal,90645537,6762,2405,19503,372026,11,45.00,2327784651,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00668_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00732_EHA00668.bam,Done,0.7084,Comino,Squamata,1
EHA00669,ABB0123,Individual,Podarcis filfolensis,,669,PR01340,EHI00733,EHA00669,EHA00665,PRB0047,EHI00733,Faecal,164471284,8260,3013,32264,645612,26,72.00,5045191845,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00669_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00733_EHA00669.bam,Done,0.8617,Comino,Squamata,1
EHA00670,ABB0123,Individual,Podarcis filfolensis,,670,PR01341,EHI00742,EHA00670,EHA00665,PRB0047,EHI00742,Faecal,113773316,8389,2339,21766,730078,15,62.00,5095352709,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00670_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00742_EHA00670.bam,Done,0.9349,University of Malta,Squamata,1
EHA00671,ABB0123,Individual,Podarcis filfolensis,,671,PR01342,EHI00743,EHA00671,EHA00665,PRB0047,EHI00743,Faecal,133527972,9873,2398,24776,633652,24,67.00,6012075874,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00671_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00743_EHA00671.bam,Done,0.9329,University of Malta,Squamata,1
EHA00672,ABB0123,Individual,Podarcis filfolensis,,672,PR01343,EHI00751,EHA00672,EHA00665,PRB0047,EHI00751,Faecal,87856802,8476,2076,16464,330006,19,60.00,4233687505,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00672_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00751_EHA00672.bam,Done,0.9373,University of Malta,Squamata,1
EHA00673,ABB0123,Individual,Podarcis filfolensis,,673,PR01344,EHI00752,EHA00673,EHA00665,PRB0047,EHI00752,Faecal,0,0,0,0,0,0,0.00,7665499851,,,,Done,0.9894,Filfla,Squamata,0
EHA00674,ABB0123,Individual,Podarcis filfolensis,,674,PR01345,EHI00753,EHA00674,EHA00665,PRB0047,EHI00753,Faecal,43786493,4280,1895,11683,204570,9,39.00,2835928106,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00674_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00753_EHA00674.bam,Done,0.9160,Filfla,Squamata,1
EHA00675,ABB0123,Individual,Podarcis filfolensis,,675,PR01346,EHI00757,EHA00675,EHA00665,PRB0047,EHI00757,Faecal,62753125,3783,3080,17514,247173,12,40.00,4208979646,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00675_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0047_EHI00757_EHA00675.bam,Done,0.9091,Filfla,Squamata,1
EHA00676,ABB0123,Individual,Podarcis gaigeae,,676,PR01348,EHI00665,EHA00676,EHA00665,PRB0048,EHI00665,Faecal,78079590,13193,1230,12259,291180,6,62.00,1762209969,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00676_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00665_EHA00676.bam,Done,0.7968,Atsitsa_1,Squamata,1
EHA00677,ABB0123,Individual,Podarcis gaigeae,,677,PR01349,EHI00666,EHA00677,EHA00665,PRB0048,EHI00666,Faecal,118322472,7511,2515,24340,530895,16,67.00,3037088293,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00677_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00666_EHA00677.bam,Done,0.8346,Atsitsa_1,Squamata,1
EHA00678,ABB0123,Individual,Podarcis gaigeae,,678,PR01350,EHI00667,EHA00678,EHA00665,PRB0048,EHI00667,Faecal,80183278,7467,1584,16674,356978,14,60.00,2081398594,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00678_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00667_EHA00678.bam,Done,0.8002,Nifi,Squamata,1
EHA00679,ABB0123,Individual,Podarcis gaigeae,,679,PR01351,EHI00668,EHA00679,EHA00665,PRB0048,EHI00668,Faecal,106489803,4670,4402,26936,478215,20,41.00,3029830288,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00679_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00668_EHA00679.bam,Done,0.7088,Atsitsa Islet,Squamata,1
EHA00680,ABB0123,Individual,Podarcis gaigeae,,680,PR01352,EHI00669,EHA00680,EHA00665,PRB0048,EHI00669,Faecal,73196179,5904,1764,16617,400998,14,44.00,2194433186,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00680_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00669_EHA00680.bam,Done,0.6960,Exo Diavates,Squamata,1
EHA00681,ABB0123,Individual,Podarcis gaigeae,,681,PR01353,EHI00670,EHA00681,EHA00665,PRB0048,EHI00670,Faecal,140218139,5762,4131,32112,727465,24,57.00,3732441847,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00681_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00670_EHA00681.bam,Done,0.7866,Atsitsa Islet,Squamata,1
EHA00682,ABB0123,Individual,Podarcis gaigeae,,682,PR01354,EHI00671,EHA00682,EHA00665,PRB0048,EHI00671,Faecal,136849921,10654,2139,25022,737554,21,61.00,3308347271,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00682_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00671_EHA00682.bam,Done,0.8152,Exo Diavates,Squamata,1
EHA00683,ABB0123,Individual,Podarcis gaigeae,,683,PR01355,EHI00672,EHA00683,EHA00665,PRB0048,EHI00672,Faecal,99565229,7436,2294,20700,463688,15,59.00,2479040467,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00683_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00672_EHA00683.bam,Done,0.7864,Exo Diavates,Squamata,1
EHA00684,ABB0123,Individual,Podarcis gaigeae,,684,PR01356,EHI00673,EHA00684,EHA00665,PRB0048,EHI00673,Faecal,0,0,0,0,0,0,0.00,836797758,,,,Done,0.6080,Exo Diavates,Squamata,0
EHA00685,ABB0123,Individual,Podarcis gaigeae,,685,PR01358,EHI00702,EHA00685,EHA00665,PRB0048,EHI00702,Faecal,134984670,7747,2757,27373,567094,29,59.00,2961343788,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00685_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00702_EHA00685.bam,Done,0.7921,Molos Beach,Squamata,1
EHA00686,ABB0123,Individual,Podarcis gaigeae,,686,PR01359,EHI00703,EHA00686,EHA00665,PRB0048,EHI00703,Faecal,157393995,9046,2769,29264,548951,30,71.00,4258181797,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00686_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00703_EHA00686.bam,Done,0.8568,Nifi,Squamata,1
EHA00687,ABB0123,Individual,Podarcis gaigeae,,687,PR01360,EHI00725,EHA00687,EHA00665,PRB0048,EHI00725,Faecal,136720147,6423,3369,30140,677461,25,56.00,3881468660,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00687_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00725_EHA00687.bam,Done,0.7783,Molos Beach,Squamata,1
EHA00688,ABB0123,Individual,Podarcis gaigeae,,688,PR01361,EHI00726,EHA00688,EHA00665,PRB0048,EHI00726,Faecal,149978018,14145,1921,24863,268458,33,67.00,4686635776,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00688_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00726_EHA00688.bam,Done,0.8507,Atsitsa Islet,Squamata,1
EHA00689,ABB0123,Individual,Podarcis gaigeae,,689,PR01362,EHI00727,EHA00689,EHA00665,PRB0048,EHI00727,Faecal,97836837,7296,2942,19956,234191,14,51.00,3334917431,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/EHA00689_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0123,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0123/PRB0048_EHI00727_EHA00689.bam,Done,0.7713,Molos Beach,Squamata,1
EHA00690,ABB0132,Individual,Podarcis gaigeae,,690,PR01364,EHI00729,EHA00690,EHA00690,PRB0048,EHI00729,Faecal,148702541,6806,3778,32440,406491,23,54.00,3929545056,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00690_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0048_EHI00729_EHA00690.bam,Done,0.7807,Atsitsa_1,Squamata,1
EHA00691,ABB0132,Individual,Podarcis gaigeae,,691,PR01365,EHI00734,EHA00691,EHA00690,PRB0048,EHI00734,Faecal,133246533,6413,2918,29080,396717,21,64.00,3578751673,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00691_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0048_EHI00734_EHA00691.bam,Done,0.8315,Nifi,Squamata,1
EHA00692,ABB0132,Individual,Podarcis gaigeae,,692,PR01366,EHI00744,EHA00692,EHA00690,PRB0048,EHI00744,Faecal,72686855,6945,1747,15029,298639,10,40.00,4723029455,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00692_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0048_EHI00744_EHA00692.bam,Done,0.8460,Nifi,Squamata,1
EHA00693,ABB0132,Individual,Podarcis gaigeae,,693,PR01367,EHI00754,EHA00693,EHA00690,PRB0048,EHI00754,Faecal,0,0,0,0,0,0,0.00,3214627263,,,,Done,0.9689,Nifi,Squamata,0
EHA00694,ABB0132,Individual,Podarcis gaigeae,,694,PR01368,EHI00755,EHA00694,EHA00690,PRB0048,EHI00755,Faecal,0,0,0,0,0,0,0.00,2330238185,,,,Done,0.9577,Nifi,Squamata,0
EHA00695,ABB0132,Individual,Podarcis muralis,,695,PR01369,EHI00711,EHA00695,EHA00690,PRB0049,EHI00711,Faecal,157859245,19100,1414,23023,937226,22,79.00,4846612071,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00695_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00711_EHA00695.bam,Done,0.8978,Albano Laziale,Squamata,1
EHA00696,ABB0132,Individual,Podarcis muralis,,696,PR01370,EHI00712,EHA00696,EHA00690,PRB0049,EHI00712,Faecal,158773397,12696,2058,27444,555772,26,72.00,5003258728,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00696_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00712_EHA00696.bam,Done,0.8672,Albano Laziale,Squamata,1
EHA00697,ABB0132,Individual,Podarcis muralis,,697,PR01371,EHI00713,EHA00697,EHA00690,PRB0049,EHI00713,Faecal,84247662,6458,2073,19039,387783,10,59.00,2031988418,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00697_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00713_EHA00697.bam,Done,0.8014,Castel Fusano,Squamata,1
EHA00698,ABB0132,Individual,Podarcis muralis,,698,PR01372,EHI00714,EHA00698,EHA00690,PRB0049,EHI00714,Faecal,0,0,0,0,0,0,0.00,985005284,,,,Done,0.6197,Castel Fusano,Squamata,0
EHA00699,ABB0132,Individual,Podarcis muralis,,699,PR01373,EHI00715,EHA00699,EHA00690,PRB0049,EHI00715,Faecal,205677733,7875,4610,39557,427818,32,74.00,5038122901,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00699_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00715_EHA00699.bam,Done,0.8723,Colle di Sassa,Squamata,1
EHA00700,ABB0132,Individual,Podarcis muralis,,700,PR01374,EHI00716,EHA00700,EHA00690,PRB0049,EHI00716,Faecal,193359162,7850,4756,38469,451984,28,70.00,4423285517,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00700_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00716_EHA00700.bam,Done,0.8622,Colle di Sassa,Squamata,1
EHA00701,ABB0132,Individual,Podarcis muralis,,701,PR01375,EHI00717,EHA00701,EHA00690,PRB0049,EHI00717,Faecal,202605927,8565,4389,38933,358964,32,69.00,4038549191,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00701_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00717_EHA00701.bam,Done,0.8529,Colle di Sassa,Squamata,1
EHA00702,ABB0132,Individual,Podarcis muralis,,702,PR01376,EHI00718,EHA00702,EHA00690,PRB0049,EHI00718,Faecal,121510048,16186,1439,18136,322135,19,67.00,5055363554,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00702_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00718_EHA00702.bam,Done,0.8392,Poggio di Roio,Squamata,1
EHA00703,ABB0132,Individual,Podarcis muralis,,703,PR01377,EHI00719,EHA00703,EHA00690,PRB0049,EHI00719,Faecal,225660518,14367,2659,35641,608157,44,74.00,6456354713,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/EHA00703_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0132,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0132/PRB0049_EHI00719_EHA00703.bam,Done,0.8707,Pianelle,Squamata,1
