LI Code,LI Batch,Library barcode,Sample,EX Sample,Library replicate,Coordinates,Purpose,Input volume,Input DNA (ng),EX concentration (ng/ul),Adaptor nM,Required PCR cycles,Adaptor dimers,Notes,Indexed libraries,Number of indexed libraries,Sequencing datasets,Autonumber,Autonumber2,IN (Indexing),EX (Extraction),QPCR QC,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Species,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequencing datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Sample Batch,IN Code (from IN (Indexing)),ENA Sample accession,IN batch (from IN (Indexing)),collaborator,geographic location (region and locality),Sample Batch 2,QualityControlGroup,QC - Library qPCR based,Indexed,Sequenced,Order,PCR group
OPAU27E2L1,LIB0037,LV1053381369,OPAU27,OPAU27E2,L1,P111_6A,genome,24.0,152.2,6.34,20,7,0,,OPAU27E2L1I1,1,EHI00450,1219,01219,OPAU27E2L1I1,,Good,11/8/2020,53.048,-2.132,United Kingdom,1000221 - Temperate woodland,Smal woodland surrounded by urban areas,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.50,,Female,SD00722,1,6.17,5.506,0.00,0,PRJEB51868,SEB004,,OPAU27E2L1I1,,INB0033,Orly Razgour,Stoke on Trent,,Group2,Pass,1,1,Chiroptera,7
ACC17E1L1,LIB0037,LV1053381376,ACC17,ACC17E1,L1,P111_1B,genome,24.0,36.3,0.31,10,8,0,Also contains ACC17E2. All extract used,ACC17E1L1I1,1,EHI00944,1180,01180,ACC17E1L1I1,,Good,19/7/2021,40.864,-4.030,Spain,1000221 - Temperate woodland,Pine Forest (Pinus sylvestris),Tissue,Plecotus auritus,61862,Brown longe-eared bat,Nursing,42.10,8.40,Female,SD00505,1,4.59,4.234,0.00,0,PRJEB51868,SEB008,,ACC17E1L1I1,,INB0039,Javier Juste,Segovia,,Group7,Pass,1,1,Chiroptera,10
C1_EXB0035E1L1,LIB0037,LV1053381368,C1_EXB0035,C1_EXB0035E1,L1,P111_5A,unknown,24.0,0.0,0.00,2,11,0,,C1_EXB0035E1L1I1,1,EHI00618,1211,01211,C1_EXB0035E1L1I1,,Good,,,,,,,,,,,,,,,,1,5.94,5.246,0.00,0,,SEB005,,C1_EXB0035E1L1I1,,INB0034,,,,Group8,Pass,1,1,,13
ACZ94E2L1,LIB0037,LV1053381391,ACZ94,ACZ94E2,L1,P111_4C,genome,24.0,59.3,2.47,20,9,0,,ACZ94E2L1I1,1,EHI00605,1205,01205,ACZ94E2L1I1,,Good,12/7/2021,52.000,13.000,Germany,1000198 - Mixed forest,,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD01413,1,11.88,10.991,0.00,0,PRJEB51868,SEB005,,ACZ94E2L1I1,,INB0034,Christian Voigt,Berlin-Brandenburg,,Group6,Pass,1,1,Chiroptera,10
OPAU1E2L1,LIB0037,LV1053381440,OPAU1,OPAU1E2,L1,P111_5G,genome,24.0,128.4,5.35,20,14,0,,OPAU1E2L1I1,1,EHI00619,1217,01217,OPAU1E2L1I1,,Redo,10/8/2020,55.153,-1.956,United Kingdom,1000221 - Temperate woodland,Woodland surrounding mansion,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,38.10,8.00,Male,SD00709,1,12.07,9.840,0.00,0,PRJEB51868,SEB005,,OPAU1E2L1I1,,INB0034,Orly Razgour,Northumbria,,Group3,Fail,1,1,Chiroptera,16
ACC29E2L1,LIB0037,LV1053381450,ACC29,ACC29E2,L1,P111_3H,genome,24.0,110.4,4.60,20,7,0,,ACC29E2L1I1,1,EHI00439,1202,01202,ACC29E2L1I1,,Good,11/7/2021,42.985,-6.356,Spain,1000221 - Temperate woodland,"Mix Deciduous Forest, Botton Valley",Tissue,Plecotus auritus,61862,Brown longe-eared bat,Nursing,41.20,9.00,Female,SD00487,1,6.48,5.676,0.00,0,PRJEB51868,SEB004,,ACC29E2L1I1,,INB0033,Javier Juste,León,,Group4,Pass,1,1,Chiroptera,7
ACC19E1L1,LIB0037,LV1053381388,ACC19,ACC19E1,L1,P111_1C,genome,24.0,63.7,0.42,20,7,0,Also contains ACC19E2. All extract used,ACC19E1L1I1,1,EHI00881,1181,01181,ACC19E1L1I1,,Good,19/7/2021,40.864,-4.030,Spain,1000221 - Temperate woodland,Pine Forest (Pinus sylvestris),Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,40.60,8.50,Male,SD00507,1,2.15,1.973,0.00,0,PRJEB51868,SEB008,,ACC19E1L1I1,,INB0039,Javier Juste,Segovia,,Group6,Pass,1,1,Chiroptera,7
OPAU11E2L1,LIB0037,LV1053381380,OPAU11,OPAU11E2,L1,P111_5B,genome,24.0,72.0,3.00,20,14,0,,OPAU11E2L1I1,1,EHI00610,1212,01212,OPAU11E2L1I1,,Risky,10/8/2020,55.153,-1.956,United Kingdom,1000221 - Temperate woodland,Woodland surrounding mansion,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,40.00,,Female,SD00714,1,10.87,8.955,0.00,0,PRJEB51868,SEB005,,OPAU11E2L1I1,,INB0034,Orly Razgour,Northumbria,,Group6,Warning,1,1,Chiroptera,16
OPAU35E2L1,LIB0037,LV1053381417,OPAU35,OPAU35E2,L1,P111_6E,genome,24.0,184.1,7.67,20,7,0,,OPAU35E2L1I1,1,EHI00445,1223,01223,OPAU35E2L1I1,,Good,2/8/2019,51.638,-2.717,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00726,1,5.02,4.484,0.00,0,PRJEB51868,SEB004,,OPAU35E2L1I1,,INB0033,Orly Razgour,"Wales, Monmouthshire",,Group1,Pass,1,1,Chiroptera,7
ACJ62E2L1,LIB0037,LV1053381396,ACJ62,ACJ62E2,L1,P111_9C,genome,24.0,61.0,1.27,20,10,0,All extract E2 used,ACJ62E2L1I1,1,EHI00595,1245,01245,ACJ62E2L1I1,,Good,6/10/2021,41.649,24.526,Bulgaria,1000198 - Mixed forest,At the cave entrance,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,40.10,8.00,Male,SD01903,1,9.28,8.384,0.00,0,PRJEB51868,SEB005,,ACJ62E2L1I1,,INB0034,Niya Toshkova,Smolyan,,Group6,Pass,1,1,Chiroptera,10
ADA13E2L1,LIB0037,LV1053380422,ADA13,ADA13E2,L1,P111_4D,genome,24.0,114.0,4.75,20,11,0,,ADA13E2L1I1,1,EHI00598,1206,01206,ADA13E2L1I1,,Risky,12/7/2021,51.586,13.389,Germany,1000221 - Temperate woodland,,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD01418,1,11.54,10.683,0.00,0,PRJEB51868,SEB005,,ADA13E2L1I1,,INB0034,Christian Voigt,Berlin-Brandenburg,,Group4,Warning,1,1,Chiroptera,13
ACJ42E1L1,LIB0037,LV1053381372,ACJ42,ACJ42E1,L1,P111_9A,genome,24.0,36.2,0.76,10,9,0,All extract E1 used,ACJ42E1L1I1,1,EHI00585,1243,01243,ACJ42E1L1I1,,Good,6/10/2021,41.649,24.526,Bulgaria,1000198 - Mixed forest,At the cave entrance,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,38.75,6.50,Male,SD01892,1,13.02,12.025,0.00,0,PRJEB51868,SEB005,,ACJ42E1L1I1,,INB0034,Niya Toshkova,Smolyan,,Group7,Pass,1,1,Chiroptera,10
OPAU41E2L1,LIB0037,LV1053381453,OPAU41,OPAU41E2,L1,P111_6H,genome,24.0,200.0,10.00,20,6,0,,OPAU41E2L1I1,1,EHI00482,1226,01226,OPAU41E2L1I1,,Risky,5/8/2019,51.695,-2.711,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00729,1,6.11,5.470,0.00,0,PRJEB51868,SEB004,,OPAU41E2L1I1,,INB0033,Orly Razgour,"Wales, Monmouthshire",,Group1,Pass,1,1,Chiroptera,7
OPAU9E2L1,LIB0037,LV1053381431,OPAU9,OPAU9E2,L1,P111_8F,genome,24.0,99.4,4.14,20,18,3,,OPAU9E2L1I1,1,,1240,01240,OPAU9E2L1I1,,Redo,10/8/2020,55.153,-1.956,United Kingdom,1000221 - Temperate woodland,Woodland surrounding mansion,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.80,,Female,SD00713,0,0.00,0.000,0.00,0,PRJEB51868,,,OPAU9E2L1I1,,INB0034,Orly Razgour,Northumbria,,Group5,Fail,1,0,Chiroptera,19
ACC04E2L1,LIB0037,LV1053381426,ACC04,ACC04E2,L1,P111_3F,genome,24.0,65.0,2.71,20,9,0,,ACC04E2L1I1,1,EHI00628,1200,01200,ACC04E2L1I1,,Good,2/7/2021,40.382,-1.888,Spain,1000221 - Temperate woodland,"Grassland in Pine Forest, Botton Valley",Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.70,8.10,Male,SD00476,1,12.74,11.514,0.00,0,PRJEB51868,SEB005,,ACC04E2L1I1,,INB0033,Javier Juste,Cuenca,,Group6,Pass,1,1,Chiroptera,10
OPAU69E2L1,LIB0037,LV1053381407,OPAU69,OPAU69E2,L1,P111_8D,genome,24.0,168.2,7.01,20,7,0,,OPAU69E2L1I1,1,EHI00424,1238,01238,OPAU69E2L1I1,,Good,18/9/2019,51.639,-2.709,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00743,1,4.58,4.170,0.00,0,PRJEB51868,SEB004,,OPAU69E2L1I1,,INB0033,Orly Razgour,"Wales, Chepstow",,Group2,Pass,1,1,Chiroptera,7
L1,LIB0037,LV1053381367,,,L1,P111_4A,,24.0,0.0,,20,10,1,Carlot_1 (PAU0225) 200,,0,,1203,01203,,,Risky,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,,,,,,,Group8,Pass,0,0,,10
OPAU17E2L1,LIB0037,LV1053381416,OPAU17,OPAU17E2,L1,P111_5E,genome,24.0,168.7,7.03,20,8,0,,OPAU17E2L1I1,1,EHI00626,1215,01215,OPAU17E2L1I1,,Good,10/8/2020,55.153,-1.956,United Kingdom,1000221 - Temperate woodland,Woodland surrounding mansion,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.20,8.75,Female,SD00717,1,10.50,9.440,0.00,0,PRJEB51868,SEB005,,OPAU17E2L1I1,,INB0033,Orly Razgour,Northumbria,,Group2,Pass,1,1,Chiroptera,10
OPAU63E2L1,LIB0037,LV1053381371,OPAU63,OPAU63E2,L1,P111_8A,genome,24.0,150.5,6.27,20,18,2,,OPAU63E2L1I1,1,,1235,01235,OPAU63E2L1I1,,Redo,17/9/2019,51.762,-2.678,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD00740,0,0.00,0.000,0.00,0,PRJEB51868,,,OPAU63E2L1I1,,INB0034,Orly Razgour,"Wales, Wye Valley",,Group2,Fail,1,0,Chiroptera,19
OPAU19E2L1,LIB0037,LV1053381428,OPAU19,OPAU19E2,L1,P111_5F,genome,24.0,143.8,5.99,20,9,0,,OPAU19E2L1I1,1,EHI00578,1216,01216,OPAU19E2L1I1,,Good,10/8/2020,55.153,-1.956,United Kingdom,1000221 - Temperate woodland,Woodland surrounding mansion,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,38.50,,Female,SD00718,1,12.29,11.328,0.00,0,PRJEB51868,SEB005,,OPAU19E2L1I1,,INB0034,Orly Razgour,Northumbria,,Group3,Pass,1,1,Chiroptera,10
C1_EXB0032E1L1,LIB0037,LV1053381439,C1_EXB0032,C1_EXB0032E1,L1,P111_4G,unknown,24.0,0.0,0.00,2,13,0,,C1_EXB0032E1L1I1,1,EHI00573,1209,01209,C1_EXB0032E1L1I1,,Good,,,,,,,,,,,,,,,,1,4.96,4.249,0.00,0,,SEB005,,C1_EXB0032E1L1I1,,INB0034,,,,Group8,Pass,1,1,,13
ACZ96E1L1,LIB0037,LV1053381365,ACZ96,ACZ96E1,L1,P111_2A,genome,24.0,0.0,0.00,2,17,2,All extract E1 used,ACZ96E1L1I1,1,EHI00594,1187,01187,ACZ96E1L1I1,,Good,12/7/2021,52.000,13.000,Germany,1000198 - Mixed forest,,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD01414,1,16.16,1.615,10.48,0,PRJEB51868,SEB005,,ACZ96E1L1I1,,INB0034,Christian Voigt,Berlin-Brandenburg,,Group8,Pass,1,1,Chiroptera,19
L1,LIB0037,LV1053381443,,,L1,P111_8G,,24.0,0.0,,10,15,1,Carlot_3 (PAUOD52) 34,,0,,1241,01241,,,Risky,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,,,,,,,Group8,Pass,0,0,,16
OPAU39E1L1,LIB0037,LV1053381425,OPAU39,OPAU39E1,L1,P111_2F,genome,24.0,49.0,1.15,10,8,0,All extract E1 used,OPAU39E1L1I1,1,EHI00636,1192,01192,OPAU39E1L1I1,,Good,3/8/2019,51.632,-2.715,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00728,1,9.62,8.885,0.00,0,PRJEB51868,SEB005,,OPAU39E1L1I1,,INB0033,Orly Razgour,"Wales, Monmouthshire",,Group7,Pass,1,1,Chiroptera,10
OPAU49E2L1,LIB0037,LV1053381449,OPAU49,OPAU49E2,L1,P111_2H,genome,24.0,75.8,1.58,20,17,0,"All extract E2 used, OPAU49E1 0.31ng/ul",OPAU49E2L1I1,1,EHI00617,1194,01194,OPAU49E2L1I1,,Redo,14/8/2019,50.991,-0.612,United Kingdom,1000221 - Temperate woodland,Park with woods,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00733,1,11.83,9.100,0.00,0,PRJEB51868,SEB005,,OPAU49E2L1I1,,INB0034,Orly Razgour,Sussex,,Group5,Fail,1,1,Chiroptera,19
OPAU33E2L1,LIB0037,LV1053381405,OPAU33,OPAU33E2,L1,P111_6D,genome,24.0,186.0,7.75,20,7,0,,OPAU33E2L1I1,1,EHI00447,1222,01222,OPAU33E2L1I1,,Good,11/8/2020,53.048,-2.132,United Kingdom,1000221 - Temperate woodland,Smal woodland surrounded by urban areas,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.10,,Female,SD00725,1,7.12,6.354,0.00,0,PRJEB51868,SEB004,,OPAU33E2L1I1,,INB0033,Orly Razgour,Stoke on Trent,,Group1,Pass,1,1,Chiroptera,7
ACC18E2L1,LIB0037,LV1053381438,ACC18,ACC18E2,L1,P111_3G,genome,24.0,69.4,2.89,20,7,0,,ACC18E2L1I1,1,EHI00425,1201,01201,ACC18E2L1I1,,Good,19/7/2021,40.864,-4.030,Spain,1000221 - Temperate woodland,Pine Forest (Pinus sylvestris),Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,39.30,8.00,Male,SD00506,1,3.92,3.522,0.00,0,PRJEB51868,SEB004,,ACC18E2L1I1,,INB0033,Javier Juste,Segovia,,Group6,Pass,1,1,Chiroptera,7
OPAU45E2L1,LIB0037,LV1053381382,OPAU45,OPAU45E2,L1,P111_7B,genome,24.0,199.7,12.80,20,8,0,,OPAU45E2L1I1,1,EHI00604,1228,01228,OPAU45E2L1I1,,Good,12/8/2019,51.041,-0.610,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00731,1,12.32,11.010,0.00,0,PRJEB51868,SEB005,,OPAU45E2L1I1,,INB0033,Orly Razgour,Sussex,,Group1,Pass,1,1,Chiroptera,10
OPAU71E2L1,LIB0037,LV1053381419,OPAU71,OPAU71E2,L1,P111_8E,genome,24.0,128.9,5.37,20,8,0,,OPAU71E2L1I1,1,EHI00601,1239,01239,OPAU71E2L1I1,,Good,18/9/2019,51.639,-2.709,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Male,SD00744,1,10.17,9.083,0.00,0,PRJEB51868,SEB005,,OPAU71E2L1I1,,INB0033,Orly Razgour,"Wales, Chepstow",,Group3,Pass,1,1,Chiroptera,10
ACC02E2L1,LIB0037,LV1053381402,ACC02,ACC02E2,L1,P111_3D,genome,24.0,141.1,5.88,20,8,0,,ACC02E2L1I1,1,EHI00645,1198,01198,ACC02E2L1I1,,Good,2/7/2021,40.382,-1.888,Spain,1000221 - Temperate woodland,"Grassland in Pine Forest, Botton Valley",Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,42.20,8.80,Male,SD00474,1,10.56,9.351,0.00,0,PRJEB51868,SEB005,,ACC02E2L1I1,,INB0033,Javier Juste,Cuenca,,Group3,Pass,1,1,Chiroptera,10
OPAU23E2L1,LIB0037,LV1053381452,OPAU23,OPAU23E2,L1,P111_5H,genome,24.0,148.1,6.17,20,9,0,,OPAU23E2L1I1,1,EHI00572,1218,01218,OPAU23E2L1I1,,Good,11/8/2020,53.048,-2.132,United Kingdom,1000221 - Temperate woodland,Smal woodland surrounded by urban areas,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,37.60,,Male,SD00720,1,9.46,8.604,0.00,0,PRJEB51868,SEB005,,OPAU23E2L1I1,,INB0034,Orly Razgour,Stoke on Trent,,Group3,Pass,1,1,Chiroptera,10
OPAU47E2L1,LIB0037,LV1053381437,OPAU47,OPAU47E2,L1,P111_2G,genome,24.0,70.8,1.54,20,6,0,All extract E2 used,OPAU47E2L1I1,1,EHI00430,1193,01193,OPAU47E2L1I1,,Good,12/8/2019,51.041,-0.610,United Kingdom,1000221 - Temperate woodland,Woodland,Tissue,Plecotus auritus,61862,Brown longe-eared bat,Adult,,,Female,SD00732,1,4.59,3.922,0.00,0,PRJEB51868,SEB004,,OPAU47E2L1I1,,INB0033,Orly Razgour,Sussex,,Group6,Pass,1,1,Chiroptera,7
AAH01E1L1,LIB0039,LV1053384032,AAH01,AAH01E1,L1,P113_1A,metagenome,24.0,198.0,8.25,20,8,0,0,AAH01E1L1I1,1,EHI00792,1246,01246,AAH01E1L1I1,,,22/10/2020,42.043,2.661,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus euryale,109476,Mediterranean horseshoe bat,Adult,47.20,11.70,Male,SD00054,1,7.60,0.724,6.55,18,,SEB007,,AAH01E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova Rocafesa",,Group1,Pass,1,1,Chiroptera,10
AAH13E1L1,LIB0039,LV1053384008,AAH13,AAH13E1,L1,P113_1B,metagenome,24.0,83.5,3.48,20,10,0,0,AAH13E1L1I1,1,EHI00798,1247,01247,AAH13E1L1I1,,,22/10/2020,42.043,2.661,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus euryale,109476,Mediterranean horseshoe bat,Adult,45.20,9.00,Female,SD00052,1,5.31,2.869,2.24,0,,SEB007,,AAH13E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova Rocafesa",,Group5,Pass,1,1,Chiroptera,10
AAH21E1L1,LIB0039,LV1053383981,AAH21,AAH21E1,L1,P113_1C,metagenome,24.0,108.0,4.50,20,10,0,0,AAH21E1L1I1,1,EHI00799,1248,01248,AAH21E1L1I1,,,21/10/2020,41.982,2.606,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus euryale,109476,Mediterranean horseshoe bat,Adult,48.20,14.00,Female,SD00049,1,5.37,3.456,1.48,0,,SEB007,,AAH21E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova Pasteral",,Group4,Pass,1,1,Chiroptera,10
AAH39E1L1,LIB0039,LV1053383992,AAH39,AAH39E1,L1,P113_1D,metagenome,24.0,122.6,5.11,20,8,0,0,AAH39E1L1I1,1,EHI00793,1249,01249,AAH39E1L1I1,,,18/10/2020,42.381,1.759,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus ferrumequinum,59479,Greater horseshoe bat,Adult,58.00,18.10,Male,SD00036,1,5.34,0.085,5.03,0,ERP142105,SEB007,,AAH39E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova d'Anes",,Group4,Pass,1,1,Chiroptera,10
AAH41E1L1,LIB0039,LV1053384029,AAH41,AAH41E1,L1,P113_1E,metagenome,24.0,44.9,1.87,10,8,0,0,AAH41E1L1I1,1,EHI00794,1250,01250,AAH41E1L1I1,,,18/10/2020,42.381,1.759,Spain,1000221 - Temperate woodland,Cave,Faecal,Plecotus austriacus,109483,Grey longe-eared bat,Adult,40.00,9.40,Male,SD00037,1,8.17,0.044,7.75,0,,SEB007,,AAH41E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova d'Anes",,Group7,Pass,1,1,Chiroptera,10
AAH53E1L1,LIB0039,LV1053383994,AAH53,AAH53E1,L1,P113_1F,metagenome,24.0,12.2,0.51,10,11,0,0,AAH53E1L1I1,1,EHI00805,1251,01251,AAH53E1L1I1,,,17/10/2020,42.339,1.802,Spain,1000221 - Temperate woodland,Cave,Faecal,Myotis crypticus,2528591,Cryptic myotis ,Adult,46.10,6.70,Male,SD00034,1,8.12,0.230,7.50,0,ERP142098,SEB007,,AAH53E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Fou de Bor",,Group8,Pass,1,1,Chiroptera,13
AAH59E1L1,LIB0039,LV1053383960,AAH59,AAH59E1,L1,P113_1G,metagenome,24.0,2.7,0.11,5,15,0,0,AAH59E1L1I1,1,EHI00830,1252,01252,AAH59E1L1I1,,,15/10/2020,42.118,1.494,Spain,1000221 - Temperate woodland,Cave,Faecal,Myotis crypticus,2528591,Cryptic myotis ,Adult,41.10,6.90,Male,SD00029,1,5.86,4.849,0.82,0,ERP142098,SEB007,,AAH59E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Avenc Montserrat Ubach",,Group8,Pass,1,1,Chiroptera,16
AAH63E1L1,LIB0039,LV1053384004,AAH63,AAH63E1,L1,P113_1H,metagenome,24.0,3.8,0.16,5,16,0,0,AAH63E1L1I1,1,EHI00835,1253,01253,AAH63E1L1I1,,,15/10/2020,42.118,1.494,Spain,1000221 - Temperate woodland,Cave,Faecal,Myotis escalerai,508772,Escalera's bat ,Adult,40.00,7.00,Male,SD00026,1,14.08,2.435,10.99,0,,SEB007,,AAH63E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Avenc Montserrat Ubach",,Group8,Pass,1,1,Chiroptera,16
AAH67E1L1,LIB0039,LV1053383959,AAH67,AAH67E1,L1,P113_2A,metagenome,24.0,18.7,0.78,10,11,0,0,AAH67E1L1I1,1,EHI00806,1254,01254,AAH67E1L1I1,,,15/10/2020,42.118,1.494,Spain,1000221 - Temperate woodland,Cave,Faecal,Myotis escalerai,508772,Escalera's bat ,Adult,40.60,5.90,Male,SD00025,1,5.86,1.168,4.38,7,,SEB007,,AAH67E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Avenc Montserrat Ubach",,Group8,Pass,1,1,Chiroptera,13
AAH77E1L1,LIB0039,LV1053383993,AAH77,AAH77E1,L1,P113_2B,metagenome,24.0,9.8,0.41,5,11,0,0,AAH77E1L1I1,1,EHI00807,1255,01255,AAH77E1L1I1,,,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus ferrumequinum,59479,Greater horseshoe bat,Adult,56.30,19.80,Female,SD00021,1,8.73,5.801,2.58,0,ERP142105,SEB007,,AAH77E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Bòfia de Sant Jaume",,Group8,Pass,1,1,Chiroptera,13
AAH79E1L1,LIB0039,LV1053384005,AAH79,AAH79E1,L1,P113_2C,metagenome,24.0,16.4,0.68,10,11,0,0,AAH79E1L1I1,1,EHI00808,1256,01256,AAH79E1L1I1,,,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus hipposideros,77218,Lesser horseshoe bat,Adult,35.80,4.50,Male,SD00020,1,9.34,2.026,6.89,12,,SEB007,,AAH79E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Bòfia de Sant Jaume",,Group8,Pass,1,1,Chiroptera,13
AAH83E1L1,LIB0039,LV1053384028,AAH83,AAH83E1,L1,P113_2D,metagenome,24.0,6.9,0.29,5,13,0,0,AAH83E1L1I1,1,EHI00819,1257,01257,AAH83E1L1I1,,,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus ferrumequinum,59479,Greater horseshoe bat,Adult,57.00,19.80,Male,SD00018,1,7.24,3.425,3.43,0,ERP142105,SEB007,,AAH83E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Bòfia de Sant Jaume",,Group8,Pass,1,1,Chiroptera,13
AAH84E1L1,LIB0039,LV1053384043,AAH84,AAH84E1,L1,P113_2E,metagenome,24.0,6.3,0.26,5,11,0,0,AAH84E1L1I1,1,EHI00809,1258,01258,AAH84E1L1I1,,,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus hipposideros,77218,Lesser horseshoe bat,Adult,37.80,6.30,Female,SD00017,1,5.70,0.630,4.78,0,,SEB007,,AAH84E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Bòfia de Sant Jaume",,Group8,Pass,1,1,Chiroptera,13
AAH89E1L1,LIB0039,LV1053383995,AAH89,AAH89E1,L1,P113_2F,metagenome,24.0,4.5,0.19,5,11,0,0,AAH89E1L1I1,1,EHI00810,1259,01259,AAH89E1L1I1,,,12/10/2020,42.067,1.684,Spain,1000221 - Temperate woodland,Cave,Faecal,Myotis escalerai,508772,Escalera's bat ,Adult,37.50,5.70,Male,SD00015,1,7.40,3.396,3.73,0,,SEB007,,AAH89E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Bòfia de Sant Jaume",,Group8,Pass,1,1,Chiroptera,13
AAI06E1L1,LIB0039,LV1053384006,AAI06,AAI06E1,L1,P113_2G,metagenome,24.0,65.3,2.72,20,10,0,0,AAI06E1L1I1,1,EHI00800,1260,01260,AAI06E1L1I1,,,5/10/2020,42.336,2.171,Spain,1000221 - Temperate woodland,Cave,Faecal,Rhinolophus hipposideros,77218,Lesser horseshoe bat,Adult,37.00,5.00,Male,SD00007,1,4.54,0.593,3.51,4,,SEB007,,AAI06E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova de Rialb",,Group6,Pass,1,1,Chiroptera,10
AAI10E1L1,LIB0039,LV1053384020,AAI10,AAI10E1,L1,P113_2H,metagenome,24.0,65.0,2.71,20,10,0,0,AAI10E1L1I1,1,EHI00801,1261,01261,AAI10E1L1I1,,,5/10/2020,42.336,2.171,Spain,1000221 - Temperate woodland,Cave,Faecal,Plecotus austriacus,109483,Grey longe-eared bat,Adult,40.50,8.40,Male,SD00001,1,5.66,0.249,5.13,12,,SEB007,,AAI10E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova de Rialb",,Group6,Pass,1,1,Chiroptera,10
AAI14E1L1,LIB0039,LV1053383958,AAI14,AAI14E1,L1,P113_3A,metagenome,24.0,65.5,2.73,20,10,0,0,AAI14E1L1I1,1,EHI00802,1262,01262,AAI14E1L1I1,,,5/10/2020,42.336,2.171,Spain,1000221 - Temperate woodland,Cave,Faecal,Plecotus austriacus,109483,Grey longe-eared bat,Adult,40.60,9.00,Male,SD00004,1,4.73,1.631,2.64,0,,SEB007,,AAI14E1L1I1,,INB0037,Adria Lopez-Baucells,"Catalonia, Cova de Rialb",,Group6,Pass,1,1,Chiroptera,10
